State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price (Rs./Quintal),Reported Date
Maharashtra,Nasik,,,,30,2500,17-Jul-18
Maharashtra,Nagpur,,,,100,1325,17-Jul-18
Maharashtra,Karad,,,,1,1200,17-Jul-18
Maharashtra,Pune,,,,25,10000,17-Jul-18
Maharashtra,Karad,,,,1,1600,17-Jul-18
Maharashtra,Shrirampur,,,,2,2700,18-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,28,1100,18-Jul-18
Maharashtra,Chandrapur(Ganjwad),,,,1,1500,18-Jul-18
Maharashtra,Nagpur,,,,103,1325,18-Jul-18
Maharashtra,Chattrapati Sambhajinagar,,,,3,1800,18-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,11,10000,18-Jul-18
Maharashtra,Karad,,,,1,1300,18-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,587,2600,18-Jul-18
Maharashtra,Pune,,,,28,10000,18-Jul-18
Maharashtra,Nasik,,,,14,2500,18-Jul-18
Maharashtra,Karad,,,,1,1200,18-Jul-18
Maharashtra,Shrirampur,,,,1,2550,19-Jul-18
Maharashtra,Rahuri,,,,2,1985,19-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,32,1100,19-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,580,2500,19-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,6,10000,19-Jul-18
Maharashtra,Chattrapati Sambhajinagar,,,,3,1550,19-Jul-18
Maharashtra,Nasik,,,,13,2500,19-Jul-18
Maharashtra,Karad,,,,1,2000,19-Jul-18
Maharashtra,Pune,,,,15,10000,19-Jul-18
Maharashtra,Shrirampur,,,,2,2550,20-Jul-18
Maharashtra,Pune,,,,27,10000,20-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,664,2650,20-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,8,10000,20-Jul-18
Maharashtra,Shrirampur,,,,2,2000,21-Jul-18
Maharashtra,Chandrapur(Ganjwad),,,,15,1800,21-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,40,1200,21-Jul-18
Maharashtra,Chattrapati Sambhajinagar,,,,13,900,21-Jul-18
Maharashtra,Nagpur,,,,145,1375,21-Jul-18
Maharashtra,Karad,,,,1,2000,21-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,696,3100,21-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,5,10000,21-Jul-18
Maharashtra,Nasik,,,,18,2500,21-Jul-18
Maharashtra,Karad,,,,1,3000,21-Jul-18
Maharashtra,Kamthi,,,,1,2800,21-Jul-18
Maharashtra,Shrirampur,,,,1,2550,22-Jul-18
Maharashtra,Pune,,,,29,10000,22-Jul-18
Maharashtra,Karad,,,,1,2500,22-Jul-18
Maharashtra,Karad,,,,1,2000,22-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,40,1100,23-Jul-18
Maharashtra,Nasik,,,,5,2500,23-Jul-18
Maharashtra,Nagpur,,,,75,1325,23-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,240,3600,23-Jul-18
Maharashtra,Chandrapur(Ganjwad),,,,2,2000,24-Jul-18
Maharashtra,Chattrapati Sambhajinagar,,,,3,2250,24-Jul-18
Maharashtra,Karad,,,,1,1300,24-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,461,4000,24-Jul-18
Maharashtra,Nasik,,,,14,2500,24-Jul-18
Maharashtra,Pune,,,,12,10000,24-Jul-18
Maharashtra,Karad,,,,1,1600,24-Jul-18
Maharashtra,Nagpur,,,,100,1300,24-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,27,1700,25-Jul-18
Maharashtra,Shrirampur,,,,2,2000,25-Jul-18
Maharashtra,Chandrapur(Ganjwad),,,,1,2000,25-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,335,4500,25-Jul-18
Maharashtra,Nagpur,,,,150,1325,25-Jul-18
Maharashtra,Nasik,,,,14,2500,25-Jul-18
Maharashtra,Nagpur,,,,150,1300,25-Jul-18
Maharashtra,Shrirampur,,,,1,2500,26-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,27,1700,26-Jul-18
Maharashtra,Rahuri,,,,1,3000,26-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,391,4250,26-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,7,10000,26-Jul-18
Maharashtra,Nagpur,,,,58,1325,26-Jul-18
Maharashtra,Chattrapati Sambhajinagar,,,,13,1200,26-Jul-18
Maharashtra,Pune,,,,3,10000,26-Jul-18
Maharashtra,Nasik,,,,27,2500,26-Jul-18
Maharashtra,Shrirampur,,,,1,2550,27-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,513,3750,27-Jul-18
Maharashtra,Chandrapur(Ganjwad),,,,2,2000,27-Jul-18
Maharashtra,Pune,,,,2,10000,27-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,7,10000,27-Jul-18
Maharashtra,Nasik,,,,38,2400,27-Jul-18
Maharashtra,Karad,,,,1,1600,28-Jul-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,38,1600,28-Jul-18
Maharashtra,Karad,,,,1,2300,28-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,426,4250,28-Jul-18
Maharashtra,Nasik,,,,16,2500,28-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,7,10000,28-Jul-18
Maharashtra,Nagpur,,,,48,1325,28-Jul-18
Maharashtra,Pune,,,,13,10000,29-Jul-18
Maharashtra,Karad,,,,1,3000,29-Jul-18
Maharashtra,Karad,,,,1,4000,29-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,150,3500,30-Jul-18
Maharashtra,Nasik,,,,61,2500,30-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,10,10000,30-Jul-18
Maharashtra,Mumbai- Fruit Market,,,,295,4250,31-Jul-18
Maharashtra,Nasik,,,,12,2300,31-Jul-18
Maharashtra,Pune,,,,10,10000,31-Jul-18
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,10000,31-Jul-18
Maharashtra,Karad,,,,1,2000,31-Jul-18
Maharashtra,Karad,,,,1,2300,31-Jul-18
Maharashtra,Shrirampur,,,,2,2550,01-Aug-18
Maharashtra,Chandrapur(Ganjwad),,,,1,4000,01-Aug-18
Maharashtra,Nasik,,,,23,2300,01-Aug-18
Maharashtra,Nagpur,,,,5,1300,01-Aug-18
Maharashtra,Amrawati(Frui & Veg. Market),,,,25,1750,01-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,299,3750,01-Aug-18
Maharashtra,Pune,,,,31,10000,01-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,390,3750,02-Aug-18
Maharashtra,Pune,,,,6,10000,02-Aug-18
Maharashtra,Karad,,,,1,2600,02-Aug-18
Maharashtra,Karad,,,,1,2000,02-Aug-18
Maharashtra,Nagpur,,,,50,1300,02-Aug-18
Maharashtra,Nasik,,,,35,2300,02-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,558,3400,03-Aug-18
Maharashtra,Pune,,,,13,10000,03-Aug-18
Maharashtra,Nagpur,,,,88,1400,03-Aug-18
Maharashtra,Nasik,,,,14,2300,03-Aug-18
Maharashtra,Nagpur,,,,88,1300,03-Aug-18
Maharashtra,Nagpur,,,,193,1875,04-Aug-18
Maharashtra,Nasik,,,,17,2300,04-Aug-18
Maharashtra,Karad,,,,1,6000,04-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,599,3250,04-Aug-18
Maharashtra,Karad,,,,1,6000,04-Aug-18
Maharashtra,Karad,,,,1,4000,05-Aug-18
Maharashtra,Pune,,,,25,10000,05-Aug-18
Maharashtra,Karad,,,,1,5000,05-Aug-18
Maharashtra,Nagpur,,,,77,1700,06-Aug-18
Maharashtra,Nagpur,,,,77,1350,06-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,82,3750,06-Aug-18
Maharashtra,Pune,,,,27,10000,06-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,269,3250,07-Aug-18
Maharashtra,Nagpur,,,,77,1925,07-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,113,3750,08-Aug-18
Maharashtra,Nagpur,,,,44,1825,08-Aug-18
Maharashtra,Karad,,,,1,4000,08-Aug-18
Maharashtra,Nagpur,,,,32,1400,09-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,32,3750,10-Aug-18
Maharashtra,Pune,,,,6,10000,10-Aug-18
Maharashtra,Nagpur,,,,56,1650,10-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,131,5500,11-Aug-18
Maharashtra,Karad,,,,1,3000,11-Aug-18
Maharashtra,Karad,,,,1,4500,12-Aug-18
Maharashtra,Pune,,,,7,10000,12-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,47,6000,13-Aug-18
Maharashtra,Pune,,,,7,10000,13-Aug-18
Maharashtra,Pune,,,,4,10000,14-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,100,5500,14-Aug-18
Maharashtra,Pune,,,,3,10000,16-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,42,5000,16-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,90,4500,17-Aug-18
Maharashtra,Pune,,,,4,10000,17-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,62,4000,18-Aug-18
Maharashtra,Pune,,,,5,10000,19-Aug-18
Maharashtra,Pune,,,,4,10000,20-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,52,4500,20-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,92,3500,21-Aug-18
Maharashtra,Pune,,,,2,4000,21-Aug-18
Maharashtra,Pune,,,,1,4000,22-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,47,3250,23-Aug-18
Maharashtra,Pune,,,,2,3000,23-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,17,2800,24-Aug-18
Maharashtra,Pune,,,,1,2400,27-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,7,3500,29-Aug-18
Maharashtra,Pune,,,,2,3000,29-Aug-18
Maharashtra,Mumbai- Fruit Market,,,,15,4200,01-Sep-18
Maharashtra,Mumbai- Fruit Market,,,,4,5000,04-Sep-18
Maharashtra,Pune,,,,1,2500,04-Sep-18
Maharashtra,Mumbai- Fruit Market,,,,1,4000,23-Nov-18
Maharashtra,Mumbai- Fruit Market,,,,7,3500,24-Nov-18
Maharashtra,Mumbai- Fruit Market,,,,2,42600,28-Jan-19
Maharashtra,Mumbai- Fruit Market,,,,21,41500,29-Jan-19
Maharashtra,Mumbai- Fruit Market,,,,9,40000,30-Jan-19
Maharashtra,Mumbai- Fruit Market,,,,4,40000,31-Jan-19
Maharashtra,Mumbai- Fruit Market,,,,9,36500,01-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,10,36250,02-Feb-19
Maharashtra,Mumbai,,,,13,37500,05-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,13,37500,05-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,10,37500,06-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,9,42500,07-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,5,42500,08-Feb-19
Maharashtra,Kolhapur,,,,2,6000,09-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,9,37500,09-Feb-19
Maharashtra,Kolhapur,,,,1,5000,10-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,14,39000,11-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,26,40000,12-Feb-19
Maharashtra,Kolhapur,,,,1,5000,13-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,10,40000,13-Feb-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,33333,13-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,55,40000,14-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,17,39000,15-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,16,38500,16-Feb-19
Maharashtra,Kolhapur,,,,7,6000,16-Feb-19
Maharashtra,Kolhapur,,,,3,5000,17-Feb-19
Maharashtra,Kolhapur,,,,8,5000,18-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,1,39500,18-Feb-19
Maharashtra,Kolhapur,,,,6,5000,19-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,35,37500,19-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,15,37500,20-Feb-19
Maharashtra,Kolhapur,,,,8,12500,20-Feb-19
Maharashtra,Kolhapur,,,,3,5000,21-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,9,36500,21-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,19,37000,22-Feb-19
Maharashtra,Kolhapur,,,,13,5000,23-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,22,36500,23-Feb-19
Maharashtra,Kolhapur,,,,12,7000,25-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,15,30000,25-Feb-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,33333,25-Feb-19
Maharashtra,Kolhapur,,,,3,5000,26-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,48,32000,26-Feb-19
Maharashtra,Kolhapur,,,,16,7500,27-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,35,30000,27-Feb-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,1,33333,27-Feb-19
Maharashtra,Kolhapur,,,,8,5000,28-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,57,29500,28-Feb-19
Maharashtra,Mumbai- Fruit Market,,,,110,29750,01-Mar-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,33333,02-Mar-19
Maharashtra,Kolhapur,,,,48,7500,02-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,43,30250,02-Mar-19
Maharashtra,Kolhapur,,,,12,4000,03-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,8500,04-Mar-19
Maharashtra,Kolhapur,,,,22,4500,04-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,31,34500,04-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,147,34000,05-Mar-19
Maharashtra,Kolhapur,,,,3,3500,05-Mar-19
Maharashtra,Kolhapur,,,,16,4000,06-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,80,33500,06-Mar-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,3,33333,06-Mar-19
Maharashtra,Kolhapur,,,,11,12500,07-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,90,31500,07-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,111,31500,08-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,5000,09-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,177,30500,09-Mar-19
Maharashtra,Kolhapur,,,,26,4000,09-Mar-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,2,33333,09-Mar-19
Maharashtra,Nasik,,,,2,13500,09-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,11000,10-Mar-19
Maharashtra,Kolhapur,,,,8,4000,10-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,64,29500,11-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,10000,11-Mar-19
Maharashtra,Kolhapur,,,,32,2250,11-Mar-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,2,33333,11-Mar-19
Maharashtra,Kolhapur,,,,9,4500,12-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,10000,12-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,164,28750,12-Mar-19
Maharashtra,Nasik,,,,2,13500,12-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,145,29000,13-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,10000,13-Mar-19
Maharashtra,Kolhapur,,,,25,8000,13-Mar-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,4,33333,13-Mar-19
Maharashtra,Akole,,,,256,712,14-Mar-19
Maharashtra,Nagpur,,,,4,7000,14-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,8000,14-Mar-19
Maharashtra,Kamthi,,,,1,5500,14-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,146,28500,14-Mar-19
Maharashtra,Nasik,,,,2,8500,14-Mar-19
Maharashtra,Kolhapur,,,,10,10000,14-Mar-19
Maharashtra,Nasik,,,,2,13500,14-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,9000,15-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,267,27500,15-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,5,3500,16-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,223,28000,16-Mar-19
Maharashtra,Kolhapur,,,,30,4000,16-Mar-19
Maharashtra,Nasik,,,,2,13500,16-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,6,4500,17-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,6000,17-Mar-19
Maharashtra,Kolhapur,,,,11,7500,17-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,9000,17-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,6,3500,18-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,61,25500,18-Mar-19
Maharashtra,Kolhapur,,,,31,8000,18-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,7500,19-Mar-19
Maharashtra,Kolhapur,,,,11,4000,19-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,7,3500,19-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,358,24500,19-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,2,8000,19-Mar-19
Maharashtra,Nasik,,,,6,8500,19-Mar-19
Maharashtra,Nasik,,,,6,13500,19-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,18,5000,20-Mar-19
Maharashtra,Nasik,,,,2,9500,20-Mar-19
Maharashtra,Kolhapur,,,,47,7500,20-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,8000,20-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,6750,20-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,324,24500,20-Mar-19
Maharashtra,Kolhapur,,,,16,10000,21-Mar-19
Maharashtra,Nasik,,,,3,13500,21-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,2,6000,22-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,49,24000,22-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,11,5000,23-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,279,23500,23-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,1,6000,23-Mar-19
Maharashtra,Kolhapur,,,,53,4000,23-Mar-19
Maharashtra,Nasik,,,,1,13500,23-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,41,9500,24-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,5500,24-Mar-19
Maharashtra,Kolhapur,,,,15,3500,24-Mar-19
Maharashtra,Kolhapur,,,,30,4000,25-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,11,6000,25-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,1,5500,25-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,80,23250,25-Mar-19
Maharashtra,Nasik,,,,5,8500,25-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,12,5000,26-Mar-19
Maharashtra,Kamthi,,,,1,3500,26-Mar-19
Maharashtra,Solapur,,,,7,1800,26-Mar-19
Maharashtra,Nasik,,,,2,8500,26-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,752,23000,26-Mar-19
Maharashtra,Nasik,,,,2,13500,26-Mar-19
Maharashtra,Kolhapur,,,,17,10000,27-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,414,22000,27-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,3,8000,27-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,3,5500,27-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,18,5500,28-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,4250,28-Mar-19
Maharashtra,Kolhapur,,,,38,7500,28-Mar-19
Maharashtra,Nasik,,,,1,13500,28-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,458,22000,28-Mar-19
Maharashtra,Nasik,,,,1,8500,28-Mar-19
Maharashtra,Chandrapur(Ganjwad),,,,2,7000,29-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,475,23000,29-Mar-19
Maharashtra,Nasik,,,,7,8500,29-Mar-19
Maharashtra,Kolhapur,,,,69,4000,30-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,16,5000,30-Mar-19
Maharashtra,Mumbai- Fruit Market,,,,569,22000,30-Mar-19
Maharashtra,Nasik,,,,2,13500,30-Mar-19
Maharashtra,Kamthi,,,,1,2400,30-Mar-19
Maharashtra,Nasik,,,,2,8500,30-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,17,5500,31-Mar-19
Maharashtra,Chattrapati Sambhajinagar,,,,3,6000,31-Mar-19
Maharashtra,Kolhapur,,,,32,7500,31-Mar-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,12,5000,01-Apr-19
Maharashtra,Kolhapur,,,,30,7500,01-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,217,22000,01-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,2,6000,01-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,16,5000,02-Apr-19
Maharashtra,Kolhapur,,,,33,8000,02-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,931,21750,02-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,17,5000,03-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,4,7000,03-Apr-19
Maharashtra,Kolhapur,,,,80,9000,03-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,757,22000,03-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,19,4000,04-Apr-19
Maharashtra,Nasik,,,,3,13500,04-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,5500,04-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,4,8000,04-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,462,22000,04-Apr-19
Maharashtra,Kolhapur,,,,71,8000,04-Apr-19
Maharashtra,Nasik,,,,3,8500,04-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,2,6000,05-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,19,5000,05-Apr-19
Maharashtra,Kamthi,,,,1,3000,05-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,753,21000,05-Apr-19
Maharashtra,Nasik,,,,6,8500,05-Apr-19
Maharashtra,Nasik,,,,3,8500,06-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,6500,06-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,6,6000,06-Apr-19
Maharashtra,Kolhapur,,,,116,6750,06-Apr-19
Maharashtra,Nasik,,,,3,13500,06-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,20,6000,06-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,786,20500,06-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,18,6000,07-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,5,5000,07-Apr-19
Maharashtra,Kolhapur,,,,43,6500,07-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,1,6000,07-Apr-19
Maharashtra,Kolhapur,,,,95,7500,08-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,12,4000,08-Apr-19
Maharashtra,Karad,,,,1,17000,08-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,146,21000,08-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,3250,09-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,19,3500,09-Apr-19
Maharashtra,Kolhapur,,,,54,7500,09-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,6,8000,09-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,"1,272.00",21000,09-Apr-19
Maharashtra,Nasik,,,,5,13500,09-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,27,6500,10-Apr-19
Maharashtra,Nagpur,,,,1,7500,10-Apr-19
Maharashtra,Kolhapur,,,,96,7250,10-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,1,6000,10-Apr-19
Maharashtra,Kamthi,,,,1,2800,10-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,899,21000,10-Apr-19
Maharashtra,Nasik,,,,1,9000,10-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,3,5500,11-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,28,6500,11-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,5000,11-Apr-19
Maharashtra,Kolhapur,,,,75,7000,11-Apr-19
Maharashtra,Nasik,,,,15,13000,11-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,887,20250,11-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,9,5000,12-Apr-19
Maharashtra,Kamthi,,,,1,2400,12-Apr-19
Maharashtra,Nasik,,,,16,8500,12-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,988,20000,12-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,18,5000,13-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,8,6000,13-Apr-19
Maharashtra,Nasik,,,,4,13000,13-Apr-19
Maharashtra,Kolhapur,,,,130,3500,13-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,"1,147.00",20000,13-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,9,6000,14-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,17,3500,14-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,3,7500,14-Apr-19
Maharashtra,Kolhapur,,,,1,3250,14-Apr-19
Maharashtra,Kolhapur,,,,1,1750,14-Apr-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,43,41667,14-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,23,3500,15-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,1,13000,15-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,3,7000,15-Apr-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,43,41667,15-Apr-19
Maharashtra,Karad,,,,2,10000,15-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,407,20000,15-Apr-19
Maharashtra,Nasik,,,,15,8500,15-Apr-19
Maharashtra,Chandrapur(Ganjwad),,,,13,5500,16-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,42,3500,16-Apr-19
Maharashtra,Nagpur,,,,1,5500,16-Apr-19
Maharashtra,Karad,,,,3,9000,16-Apr-19
Maharashtra,Nasik,,,,4,13000,16-Apr-19
Maharashtra,Nagpur,,,,1,4500,16-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,"1,579.00",19500,16-Apr-19
Maharashtra,Kolhapur,,,,112,7000,16-Apr-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,14,41667,16-Apr-19
Maharashtra,Chattrapati Sambhajinagar,,,,2,5750,17-Apr-19
Maharashtra,Kolhapur,,,,161,6250,17-Apr-19
Maharashtra,Amrawati(Frui & Veg. Market),,,,43,3500,17-Apr-19
Maharashtra,Mumbai- Fruit Market,,,,"1,175.00",19250,17-Apr-19
Maharashtra,"Sangli(Phale, Bhajipura Market)",,,,55,41666,17-Apr-19
