State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price (Rs./Quintal),Reported Date
Maharashtra,Mumbai,,,,0.7,2000,07-Feb-14
Maharashtra,Chattrapati Sambhajinagar,,,,0.7,7500,06-Mar-14
Maharashtra,Mumbai,,,,34.8,5000,06-Mar-14
Maharashtra,Chattrapati Sambhajinagar,,,,0.3,5500,08-Mar-14
Maharashtra,Mumbai,,,,153.4,3750,11-Mar-14
Maharashtra,Kamthi,,,,0.2,3500,13-Mar-14
Maharashtra,Mumbai,,,,143.5,23500,15-Mar-14
Maharashtra,Kamthi,,,,0.1,4500,15-Mar-14
Maharashtra,Chattrapati Sambhajinagar,,,,2.1,4500,17-Mar-14
Maharashtra,Chattrapati Sambhajinagar,,,,1.3,3750,18-Mar-14
Maharashtra,Mumbai,,,,30.1,25500,18-Mar-14
Maharashtra,Kamthi,,,,0.2,5000,19-Mar-14
Maharashtra,Mumbai,,,,116.7,27500,19-Mar-14
Maharashtra,Mumbai,,,,241,24000,21-Mar-14
Maharashtra,Mumbai,,,,419.8,23500,22-Mar-14
Maharashtra,Chattrapati Sambhajinagar,,,,1,6000,22-Mar-14
Maharashtra,Mumbai,,,,58.3,28000,24-Mar-14
Maharashtra,Chattrapati Sambhajinagar,,,,2.4,7000,25-Mar-14
Maharashtra,Mumbai,,,,348.8,23000,25-Mar-14
Maharashtra,Mumbai,,,,340.4,20000,26-Mar-14
Maharashtra,Mumbai,,,,297.5,20000,28-Mar-14
Maharashtra,Mumbai,,,,422.5,22500,29-Mar-14
Maharashtra,Mumbai,,,,792.7,20000,01-Apr-14
Maharashtra,Mumbai,,,,238.8,15000,02-Apr-14
Maharashtra,Kamthi,,,,0.1,2800,03-Apr-14
Maharashtra,Mumbai,,,,530.7,15500,03-Apr-14
Maharashtra,Nagpur,,,,74.9,3650,03-Apr-14
Maharashtra,Mumbai,,,,564.2,17000,04-Apr-14
Maharashtra,Kamthi,,,,0.2,2600,04-Apr-14
Maharashtra,Nagpur,,,,73.2,3000,04-Apr-14
Maharashtra,Chattrapati Sambhajinagar,,,,1.1,7550,05-Apr-14
Maharashtra,Nagpur,,,,157.1,2700,05-Apr-14
Maharashtra,Karad,,,,3,2250,05-Apr-14
Maharashtra,Mumbai,,,,796,19000,05-Apr-14
Maharashtra,Karad,,,,7.5,2100,07-Apr-14
Maharashtra,Mumbai,,,,914.1,17500,09-Apr-14
Maharashtra,Nagpur,,,,190.3,3000,11-Apr-14
Maharashtra,Nagpur,,,,110,2250,12-Apr-14
Maharashtra,Nagpur,,,,110,3000,12-Apr-14
Maharashtra,Mumbai,,,,"1,015.00",14000,12-Apr-14
Maharashtra,Mumbai,,,,251.9,13500,14-Apr-14
Maharashtra,Nagpur,,,,13.1,2800,14-Apr-14
Maharashtra,Nagpur,,,,477.7,3000,15-Apr-14
Maharashtra,Karad,,,,9,900,15-Apr-14
Maharashtra,Mumbai,,,,"1,408.70",14000,15-Apr-14
Maharashtra,Amarawati,,,,8,3500,16-Apr-14
Maharashtra,Nagpur,,,,573.4,2600,16-Apr-14
Maharashtra,Mumbai,,,,"1,339.10",12000,16-Apr-14
Maharashtra,Nagpur,,,,521.6,3000,17-Apr-14
Maharashtra,Mumbai,,,,"1,216.80",10500,17-Apr-14
Maharashtra,Amarawati,,,,6,3750,19-Apr-14
Maharashtra,Mumbai,,,,"1,092.00",12000,19-Apr-14
Maharashtra,Mumbai,,,,619,10500,21-Apr-14
Maharashtra,Mumbai,,,,"1,998.00",10750,22-Apr-14
Maharashtra,Shrirampur,,,,1.1,3750,23-Apr-14
Maharashtra,Karad,,,,12,3500,23-Apr-14
Maharashtra,Karad,,,,12,7500,23-Apr-14
Maharashtra,Mumbai,,,,"1,588.00",11500,23-Apr-14
Maharashtra,Nagpur,,,,737.2,2250,24-Apr-14
Maharashtra,Mumbai,,,,279,9750,25-Apr-14
Maharashtra,Nagpur,,,,666.9,1700,25-Apr-14
Maharashtra,Nagpur,,,,300,2500,26-Apr-14
Maharashtra,Nagpur,,,,300,1250,26-Apr-14
Maharashtra,Jalgaon,,,,12.5,3500,26-Apr-14
Maharashtra,Barshi,,,,1.5,500,26-Apr-14
Maharashtra,Karad,,,,13.2,3500,26-Apr-14
Maharashtra,Mumbai,,,,813,7500,26-Apr-14
Maharashtra,Karad,,,,13.2,8500,26-Apr-14
Maharashtra,Shrirampur,,,,1.1,3750,27-Apr-14
Maharashtra,Jalgaon,,,,6,3400,28-Apr-14
Maharashtra,Mumbai,,,,"2,626.00",11500,28-Apr-14
Maharashtra,Nagpur,,,,300,2200,28-Apr-14
Maharashtra,Nagpur,,,,300,1100,28-Apr-14
Maharashtra,Jalgaon,,,,15,3500,29-Apr-14
Maharashtra,Nagpur,,,,300,2400,29-Apr-14
Maharashtra,Nagpur,,,,300,1200,29-Apr-14
Maharashtra,Mumbai,,,,"10,729.00",11500,29-Apr-14
Maharashtra,Kamthi,,,,0.6,1600,29-Apr-14
Maharashtra,Karad,,,,4.2,3500,29-Apr-14
Maharashtra,Karad,,,,4.2,9000,29-Apr-14
Maharashtra,Barshi,,,,0.3,500,30-Apr-14
Maharashtra,Nagpur,,,,463.9,2850,30-Apr-14
Maharashtra,Nagpur,,,,463.9,1150,30-Apr-14
Maharashtra,Mumbai,,,,"1,912.90",7200,30-Apr-14
Maharashtra,Shrirampur,,,,1.1,4250,01-May-14
Maharashtra,Mumbai,,,,"1,825.80",9500,01-May-14
Maharashtra,Shrirampur,,,,1.2,4750,02-May-14
Maharashtra,Mumbai,,,,"1,468.00",10000,02-May-14
Maharashtra,Nagpur,,,,522.8,2150,02-May-14
Maharashtra,Nagpur,,,,522.8,1400,02-May-14
Maharashtra,Mumbai,,,,"1,518.90",9500,03-May-14
Maharashtra,Nagpur,,,,300,1200,03-May-14
Maharashtra,Jalgaon,,,,5,3200,03-May-14
Maharashtra,Nagpur,,,,300,2500,03-May-14
Maharashtra,Shrirampur,,,,1.2,3750,04-May-14
Maharashtra,Shrirampur,,,,0.9,3750,05-May-14
Maharashtra,Nagpur,,,,200,1150,05-May-14
Maharashtra,Mumbai,,,,503.9,8250,05-May-14
Maharashtra,Jalgaon,,,,4,3200,05-May-14
Maharashtra,Nagpur,,,,200,2250,05-May-14
Maharashtra,Jalgaon,,,,3.5,4000,06-May-14
Maharashtra,Mumbai,,,,"1,881.70",10250,06-May-14
Maharashtra,Nagpur,,,,"1,064.30",1000,06-May-14
Maharashtra,Nagpur,,,,"1,064.30",2350,06-May-14
Maharashtra,Shrirampur,,,,1,4750,07-May-14
Maharashtra,Jalgaon,,,,5,3000,07-May-14
Maharashtra,Nagpur,,,,866.6,2450,07-May-14
Maharashtra,Mumbai,,,,"1,603.90",9000,07-May-14
Maharashtra,Nagpur,,,,866.6,1050,07-May-14
Maharashtra,Shrirampur,,,,0.5,3000,08-May-14
Maharashtra,Jalgaon,,,,4,2800,08-May-14
Maharashtra,Mumbai,,,,"1,645.30",9500,08-May-14
Maharashtra,Mumbai,,,,"1,443.30",10500,09-May-14
Maharashtra,Nagpur,,,,842.8,2100,09-May-14
Maharashtra,Nagpur,,,,842.8,1000,09-May-14
Maharashtra,Nagpur,,,,300,1000,10-May-14
Maharashtra,Nagpur,,,,300,2450,10-May-14
Maharashtra,Mumbai,,,,"1,392.90",11000,10-May-14
Maharashtra,Chattrapati Sambhajinagar,,,,37.1,3400,12-May-14
Maharashtra,Mumbai,,,,472.4,11500,12-May-14
Maharashtra,Jalgaon,,,,3,3000,13-May-14
Maharashtra,Karad,,,,24,800,13-May-14
Maharashtra,Karad,,,,24,275,13-May-14
Maharashtra,Mumbai,,,,"1,844.40",9500,13-May-14
Maharashtra,Karad,,,,24,800,14-May-14
Maharashtra,Mumbai,,,,"1,468.50",9000,14-May-14
Maharashtra,Karad,,,,24,275,14-May-14
Maharashtra,Jalgaon,,,,4,3200,15-May-14
Maharashtra,Mumbai,,,,"1,726.00",9000,15-May-14
Maharashtra,Mumbai,,,,"1,640.30",8000,16-May-14
Maharashtra,Jalgaon,,,,3.5,2800,16-May-14
Maharashtra,Nagpur,,,,145.6,1400,17-May-14
Maharashtra,Nagpur,,,,145.6,2500,17-May-14
Maharashtra,Mumbai,,,,"1,598.30",8750,17-May-14
Maharashtra,Shrirampur,,,,3,3500,19-May-14
Maharashtra,Nagpur,,,,400,1200,19-May-14
Maharashtra,Mumbai,,,,652.9,8700,19-May-14
Maharashtra,Nagpur,,,,400,2700,19-May-14
Maharashtra,Karad,,,,37.5,250,20-May-14
Maharashtra,Jalgaon,,,,6,3000,20-May-14
Maharashtra,Karad,,,,37.5,800,20-May-14
Maharashtra,Nagpur,,,,"1,584.20",1050,20-May-14
Maharashtra,Mumbai,,,,"2,831.50",8600,20-May-14
Maharashtra,Nagpur,,,,"1,584.20",2250,20-May-14
Maharashtra,Shrirampur,,,,3.7,3500,21-May-14
Maharashtra,Jalgaon,,,,3,2700,21-May-14
Maharashtra,Nagpur,,,,400,1000,21-May-14
Maharashtra,Mumbai,,,,"1,469.90",8300,21-May-14
Maharashtra,Nagpur,,,,400,2200,21-May-14
Maharashtra,Shrirampur,,,,2.3,3500,22-May-14
Maharashtra,Jalgaon,,,,6.5,3200,22-May-14
Maharashtra,Mumbai,,,,"1,730.70",8100,22-May-14
Maharashtra,Nagpur,,,,550,2250,23-May-14
Maharashtra,Jalgaon,,,,7,3200,23-May-14
Maharashtra,Mumbai,,,,"1,378.80",8200,23-May-14
Maharashtra,Nagpur,,,,550,1100,23-May-14
Maharashtra,Mumbai,,,,"1,345.30",7500,24-May-14
Maharashtra,Nagpur,,,,812.3,2500,24-May-14
Maharashtra,Jalgaon,,,,5,3100,24-May-14
Maharashtra,Shrirampur,,,,3.2,3550,25-May-14
Maharashtra,Shrirampur,,,,2.3,3550,26-May-14
Maharashtra,Mumbai,,,,564.4,8300,26-May-14
Maharashtra,Nagpur,,,,838.2,2500,26-May-14
Maharashtra,Nagpur,,,,838.2,1200,26-May-14
Maharashtra,Mumbai,,,,"1,420.10",7200,27-May-14
Maharashtra,Nagpur,,,,500,2500,27-May-14
Maharashtra,Nagpur,,,,500,1300,27-May-14
Maharashtra,Jalgaon,,,,7.5,3000,27-May-14
Maharashtra,Nagpur,,,,826.1,1150,28-May-14
Maharashtra,Nagpur,,,,826.1,2450,28-May-14
Maharashtra,Nagpur,,,,"1,270.30",1100,29-May-14
Maharashtra,Mumbai,,,,293.1,7000,29-May-14
Maharashtra,Nagpur,,,,"1,270.30",1650,29-May-14
Maharashtra,Jalgaon,,,,5,3200,30-May-14
Maharashtra,Mumbai,,,,"1,342.90",7000,30-May-14
Maharashtra,Jalgaon,,,,2,3000,31-May-14
Maharashtra,Mumbai,,,,"1,120.60",7000,31-May-14
Maharashtra,Nagpur,,,,"1,111.50",2250,31-May-14
Maharashtra,Karad,,,,4.2,5500,31-May-14
Maharashtra,Karad,,,,4.2,1500,31-May-14
Maharashtra,Nagpur,,,,"1,111.50",1050,31-May-14
Maharashtra,Shrirampur,,,,2,3750,02-Jun-14
Maharashtra,Mumbai,,,,426,6500,02-Jun-14
Maharashtra,Nagpur,,,,300,2250,02-Jun-14
Maharashtra,Karad,,,,4.5,7500,02-Jun-14
Maharashtra,Nagpur,,,,300,1250,02-Jun-14
Maharashtra,Karad,,,,4.5,2500,02-Jun-14
Maharashtra,Jalgaon,,,,4,3200,02-Jun-14
Maharashtra,Nagpur,,,,682.6,3000,03-Jun-14
Maharashtra,Mumbai,,,,"1,031.80",6300,03-Jun-14
Maharashtra,Karad,,,,6,8500,03-Jun-14
Maharashtra,Karad,,,,6,2750,03-Jun-14
Maharashtra,Nagpur,,,,682.6,1350,03-Jun-14
Maharashtra,Nagpur,,,,780.8,3000,04-Jun-14
Maharashtra,Nagpur,,,,780.8,1250,04-Jun-14
Maharashtra,Jalgaon,,,,3.5,3000,04-Jun-14
Maharashtra,Mumbai,,,,"1,074.50",6000,04-Jun-14
Maharashtra,Nagpur,,,,250,2650,05-Jun-14
Maharashtra,Mumbai,,,,"1,000.20",6100,05-Jun-14
Maharashtra,Jalgaon,,,,12.5,3300,05-Jun-14
Maharashtra,Nagpur,,,,250,1400,05-Jun-14
Maharashtra,Barshi,,,,0.3,300,05-Jun-14
Maharashtra,Jalgaon,,,,5,3500,06-Jun-14
Maharashtra,Nagpur,,,,250,2800,06-Jun-14
Maharashtra,Barshi,,,,0.3,280,06-Jun-14
Maharashtra,Mumbai,,,,"1,042.90",6500,06-Jun-14
Maharashtra,Nagpur,,,,250,1300,06-Jun-14
Maharashtra,Shrirampur,,,,2.3,3000,07-Jun-14
Maharashtra,Jalgaon,,,,3.5,3200,07-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,31.7,2200,07-Jun-14
Maharashtra,Barshi,,,,2.2,300,07-Jun-14
Maharashtra,Nagpur,,,,930.3,2550,07-Jun-14
Maharashtra,Nagpur,,,,930.3,1450,07-Jun-14
Maharashtra,Mumbai,,,,"1,112.90",6500,07-Jun-14
Maharashtra,Shrirampur,,,,3.2,4000,08-Jun-14
Maharashtra,Shrirampur,,,,1.9,3500,09-Jun-14
Maharashtra,Mumbai,,,,433,6500,09-Jun-14
Maharashtra,Karad,,,,3,6500,09-Jun-14
Maharashtra,Nagpur,,,,200,1350,09-Jun-14
Maharashtra,Karad,,,,3,2200,09-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,27.5,4000,09-Jun-14
Maharashtra,Nagpur,,,,200,2750,09-Jun-14
Maharashtra,Kamthi,,,,0.4,2400,10-Jun-14
Maharashtra,Nagpur,,,,175.6,1350,10-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,37.8,3200,10-Jun-14
Maharashtra,Karad,,,,3,7000,10-Jun-14
Maharashtra,Jalgaon,,,,2,3800,10-Jun-14
Maharashtra,Mumbai,,,,"1,520.20",6600,10-Jun-14
Maharashtra,Barshi,,,,0.3,350,10-Jun-14
Maharashtra,Nagpur,,,,175.6,2450,10-Jun-14
Maharashtra,Kalyan,,,,0.3,1750,10-Jun-14
Maharashtra,Kalyan,,,,0.3,1750,10-Jun-14
Maharashtra,Amarawati,,,,10,4100,11-Jun-14
Maharashtra,Amarawati,,,,10,1300,11-Jun-14
Maharashtra,Jalgaon,,,,6,3200,11-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,36.1,3850,11-Jun-14
Maharashtra,Nagpur,,,,270.7,2250,11-Jun-14
Maharashtra,Mumbai,,,,"1,149.70",5250,11-Jun-14
Maharashtra,Kamthi,,,,0.3,2200,11-Jun-14
Maharashtra,Barshi,,,,0.3,350,11-Jun-14
Maharashtra,Karad,,,,3.9,6500,11-Jun-14
Maharashtra,Nagpur,,,,270.7,1300,11-Jun-14
Maharashtra,Shrirampur,,,,2.3,3500,12-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,38.4,3850,12-Jun-14
Maharashtra,Nagpur,,,,285.8,2300,12-Jun-14
Maharashtra,Jalgaon,,,,4.5,2800,12-Jun-14
Maharashtra,Mumbai,,,,981.9,5500,12-Jun-14
Maharashtra,Kamthi,,,,0.1,2600,12-Jun-14
Maharashtra,Barshi,,,,0.3,350,12-Jun-14
Maharashtra,Nagpur,,,,285.8,1350,12-Jun-14
Maharashtra,Barshi,,,,0.3,350,13-Jun-14
Maharashtra,Nagpur,,,,151.4,1400,13-Jun-14
Maharashtra,Kamthi,,,,1.5,3000,13-Jun-14
Maharashtra,Nagpur,,,,151.4,2050,13-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,36.7,4100,14-Jun-14
Maharashtra,Mumbai,,,,"1,071.40",5700,14-Jun-14
Maharashtra,Nagpur,,,,331.9,1400,14-Jun-14
Maharashtra,Karad,,,,1.8,6000,14-Jun-14
Maharashtra,Kamthi,,,,0.1,3200,14-Jun-14
Maharashtra,Nagpur,,,,331.9,2050,14-Jun-14
Maharashtra,Jalgaon,,,,2,4200,14-Jun-14
Maharashtra,Barshi,,,,0.3,350,14-Jun-14
Maharashtra,Kalyan,,,,0.3,1500,14-Jun-14
Maharashtra,Kalyan,,,,0.3,1900,14-Jun-14
Maharashtra,Shrirampur,,,,2.3,3500,16-Jun-14
Maharashtra,Nagpur,,,,300,1400,16-Jun-14
Maharashtra,Jalgaon,,,,1.8,4000,16-Jun-14
Maharashtra,Nagpur,,,,300,2050,16-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,30.3,3000,16-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,23.1,3200,17-Jun-14
Maharashtra,Nagpur,,,,131.4,1150,17-Jun-14
Maharashtra,Nagpur,,,,131.4,2100,17-Jun-14
Maharashtra,Shrirampur,,,,3.2,3500,18-Jun-14
Maharashtra,Amarawati,,,,10,3250,18-Jun-14
Maharashtra,Amarawati,,,,10,2250,18-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,22.2,3800,18-Jun-14
Maharashtra,Nagpur,,,,180.8,2150,18-Jun-14
Maharashtra,Jalgaon,,,,2.5,3000,18-Jun-14
Maharashtra,Nagpur,,,,180.8,1150,18-Jun-14
Maharashtra,Shrirampur,,,,2.3,3500,19-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,35.2,3250,19-Jun-14
Maharashtra,Nagpur,,,,169.6,2050,19-Jun-14
Maharashtra,Barshi,,,,0.3,400,19-Jun-14
Maharashtra,Jalgaon,,,,3.5,3500,19-Jun-14
Maharashtra,Nagpur,,,,169.6,1150,19-Jun-14
Maharashtra,Shrirampur,,,,3.2,4000,20-Jun-14
Maharashtra,Nagpur,,,,250,2050,20-Jun-14
Maharashtra,Barshi,,,,0.3,400,20-Jun-14
Maharashtra,Nagpur,,,,250,1250,20-Jun-14
Maharashtra,Jalgaon,,,,1.5,4000,20-Jun-14
Maharashtra,Shrirampur,,,,1.8,3500,21-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,54.5,2150,21-Jun-14
Maharashtra,Nagpur,,,,236.9,2000,21-Jun-14
Maharashtra,Nagpur,,,,236.9,1350,21-Jun-14
Maharashtra,Jalgaon,,,,2.5,4000,21-Jun-14
Maharashtra,Barshi,,,,0.3,450,21-Jun-14
Maharashtra,Shrirampur,,,,2.3,3500,22-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,24,3950,22-Jun-14
Maharashtra,Shrirampur,,,,1.6,3500,23-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,22.7,3500,23-Jun-14
Maharashtra,Nagpur,,,,400,1400,23-Jun-14
Maharashtra,Kalyan,,,,0.3,2150,23-Jun-14
Maharashtra,Nagpur,,,,400,2100,23-Jun-14
Maharashtra,Kalyan,,,,0.3,4500,23-Jun-14
Maharashtra,Nagpur,,,,150,2350,24-Jun-14
Maharashtra,Nagpur,,,,150,1450,24-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,22.5,2600,24-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,20.7,2550,25-Jun-14
Maharashtra,Shrirampur,,,,3.2,4000,25-Jun-14
Maharashtra,Nagpur,,,,150,2000,25-Jun-14
Maharashtra,Nagpur,,,,150,1200,25-Jun-14
Maharashtra,Karad,,,,5.1,2500,25-Jun-14
Maharashtra,Barshi,,,,0.3,500,25-Jun-14
Maharashtra,Shrirampur,,,,1.8,3500,26-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,9.7,3250,26-Jun-14
Maharashtra,Nagpur,,,,250,2000,26-Jun-14
Maharashtra,Nagpur,,,,250,1300,26-Jun-14
Maharashtra,Shrirampur,,,,3.2,4000,27-Jun-14
Maharashtra,Mumbai,,,,"1,079.70",5500,27-Jun-14
Maharashtra,Nagpur,,,,243.7,2000,27-Jun-14
Maharashtra,Nagpur,,,,243.7,1200,27-Jun-14
Maharashtra,Shrirampur,,,,2,4000,28-Jun-14
Maharashtra,Mumbai,,,,"1,345.60",4500,28-Jun-14
Maharashtra,Nagpur,,,,300,1300,28-Jun-14
Maharashtra,Nagpur,,,,300,1850,28-Jun-14
Maharashtra,Shrirampur,,,,3.2,4000,29-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,16.2,3800,29-Jun-14
Maharashtra,Shrirampur,,,,2.3,4000,30-Jun-14
Maharashtra,Mumbai,,,,526.2,4800,30-Jun-14
Maharashtra,Nagpur,,,,200,2050,30-Jun-14
Maharashtra,Nagpur,,,,200,1350,30-Jun-14
Maharashtra,Chattrapati Sambhajinagar,,,,14.7,3200,01-Jul-14
Maharashtra,Nagpur,,,,200,2000,01-Jul-14
Maharashtra,Mumbai,,,,795.5,4900,01-Jul-14
Maharashtra,Chandrapur,,,,5.7,2200,01-Jul-14
Maharashtra,Nasik,,,,37,2800,01-Jul-14
Maharashtra,Nagpur,,,,200,1300,01-Jul-14
Maharashtra,Shrirampur,,,,2.3,5000,02-Jul-14
Maharashtra,Mumbai,,,,860.4,5500,02-Jul-14
Maharashtra,Chandrapur,,,,45,2200,02-Jul-14
Maharashtra,Nagpur,,,,187.5,1350,02-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,13.8,2900,02-Jul-14
Maharashtra,Kalyan,,,,0.3,2100,02-Jul-14
Maharashtra,Nagpur,,,,187.5,2100,02-Jul-14
Maharashtra,Shrirampur,,,,1.6,4000,03-Jul-14
Maharashtra,Chandrapur,,,,28,2200,03-Jul-14
Maharashtra,Nagpur,,,,103.4,1450,03-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,18.6,2400,03-Jul-14
Maharashtra,Nagpur,,,,103.4,1300,03-Jul-14
Maharashtra,Mumbai,,,,574,5200,03-Jul-14
Maharashtra,Nasik,,,,50,3050,03-Jul-14
Maharashtra,Shrirampur,,,,2.3,4000,04-Jul-14
Maharashtra,Chandrapur,,,,10,1000,04-Jul-14
Maharashtra,Nagpur,,,,127.4,2100,04-Jul-14
Maharashtra,Nagpur,,,,127.4,1350,04-Jul-14
Maharashtra,Shrirampur,,,,1.7,4000,05-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,40.8,2500,05-Jul-14
Maharashtra,Nagpur,,,,200,1300,05-Jul-14
Maharashtra,Chandrapur,,,,50,2200,05-Jul-14
Maharashtra,Nagpur,,,,200,2100,05-Jul-14
Maharashtra,Mumbai,,,,585.2,5000,05-Jul-14
Maharashtra,Karad,,,,21,3500,05-Jul-14
Maharashtra,Shrirampur,,,,2.3,3000,06-Jul-14
Maharashtra,Chandrapur,,,,15,2200,06-Jul-14
Maharashtra,Shrirampur,,,,1.6,4000,07-Jul-14
Maharashtra,Chandrapur,,,,14,2200,07-Jul-14
Maharashtra,Nagpur,,,,185.3,2100,07-Jul-14
Maharashtra,Nagpur,,,,185.3,1300,07-Jul-14
Maharashtra,Amarawati,,,,30,1800,08-Jul-14
Maharashtra,Nagpur,,,,150,2200,08-Jul-14
Maharashtra,Chandrapur,,,,10.1,2200,08-Jul-14
Maharashtra,Karad,,,,6.9,2750,08-Jul-14
Maharashtra,Nagpur,,,,150,1400,08-Jul-14
Maharashtra,Nasik,,,,10.2,3500,08-Jul-14
Maharashtra,Shrirampur,,,,2.3,2750,09-Jul-14
Maharashtra,Chandrapur,,,,0.5,2000,09-Jul-14
Maharashtra,Amarawati,,,,20,2100,09-Jul-14
Maharashtra,Nagpur,,,,129.1,2350,09-Jul-14
Maharashtra,Nagpur,,,,129.1,1350,09-Jul-14
Maharashtra,Shrirampur,,,,1.6,2750,10-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,10.3,2250,10-Jul-14
Maharashtra,Nagpur,,,,169.4,2600,10-Jul-14
Maharashtra,Nagpur,,,,169.4,1450,10-Jul-14
Maharashtra,Shrirampur,,,,2.3,3000,11-Jul-14
Maharashtra,Chandrapur,,,,1.6,2000,11-Jul-14
Maharashtra,Nagpur,,,,176.4,1300,11-Jul-14
Maharashtra,Nagpur,,,,176.4,2550,11-Jul-14
Maharashtra,Shrirampur,,,,1.5,2000,12-Jul-14
Maharashtra,Nagpur,,,,264.7,2200,12-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,11.6,1600,12-Jul-14
Maharashtra,Nasik,,,,23,3000,12-Jul-14
Maharashtra,Chandrapur,,,,1.1,2200,12-Jul-14
Maharashtra,Nagpur,,,,264.7,1450,12-Jul-14
Maharashtra,Mumbai,,,,674.5,4700,12-Jul-14
Maharashtra,Shrirampur,,,,2.3,2000,13-Jul-14
Maharashtra,Chandrapur,,,,4.5,2200,13-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,1.2,2600,13-Jul-14
Maharashtra,Amarawati,,,,10,2800,14-Jul-14
Maharashtra,Shrirampur,,,,1.6,2250,14-Jul-14
Maharashtra,Chandrapur,,,,0.1,2500,14-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,3,2000,14-Jul-14
Maharashtra,Nagpur,,,,134.3,2350,14-Jul-14
Maharashtra,Kalyan,,,,0.3,2250,14-Jul-14
Maharashtra,Nagpur,,,,134.3,1450,14-Jul-14
Maharashtra,Amarawati,,,,10,4250,15-Jul-14
Maharashtra,Amarawati,,,,10,4250,15-Jul-14
Maharashtra,Chandrapur,,,,12,2400,15-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,2.6,4500,15-Jul-14
Maharashtra,Nasik,,,,31,5500,15-Jul-14
Maharashtra,Nagpur,,,,71.4,2350,15-Jul-14
Maharashtra,Nagpur,,,,71.4,1450,15-Jul-14
Maharashtra,Chandrapur,,,,1,2200,16-Jul-14
Maharashtra,Shrirampur,,,,1.8,2750,16-Jul-14
Maharashtra,Nagpur,,,,85.1,2350,16-Jul-14
Maharashtra,Nagpur,,,,85.1,1300,16-Jul-14
Maharashtra,Shrirampur,,,,1.7,3000,17-Jul-14
Maharashtra,Nagpur,,,,96.3,1350,17-Jul-14
Maharashtra,Nagpur,,,,96.3,2350,17-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,10.7,4750,17-Jul-14
Maharashtra,Chandrapur,,,,2.7,2500,17-Jul-14
Maharashtra,Shrirampur,,,,1.6,3000,18-Jul-14
Maharashtra,Chandrapur,,,,0.7,2500,18-Jul-14
Maharashtra,Nagpur,,,,36.4,2350,18-Jul-14
Maharashtra,Nagpur,,,,36.4,1400,18-Jul-14
Maharashtra,Amarawati,,,,10,2750,19-Jul-14
Maharashtra,Nagpur,,,,163.3,2450,19-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,10,2950,19-Jul-14
Maharashtra,Chandrapur,,,,0.1,2200,19-Jul-14
Maharashtra,Nasik,,,,14.5,5500,19-Jul-14
Maharashtra,Shrirampur,,,,1.6,2750,20-Jul-14
Maharashtra,Chandrapur,,,,0.7,2200,20-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,10.8,2250,20-Jul-14
Maharashtra,Shrirampur,,,,1.1,3000,21-Jul-14
Maharashtra,Chandrapur,,,,0.2,2500,21-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,18.2,2250,21-Jul-14
Maharashtra,Nagpur,,,,127.2,2450,21-Jul-14
Maharashtra,Nasik,,,,8,2500,21-Jul-14
Maharashtra,Chandrapur,,,,0.2,2500,22-Jul-14
Maharashtra,Nagpur,,,,48.4,2450,22-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,2.7,2600,22-Jul-14
Maharashtra,Shrirampur,,,,1.1,2750,23-Jul-14
Maharashtra,Chandrapur,,,,0.3,2500,23-Jul-14
Maharashtra,Nagpur,,,,67.6,1600,23-Jul-14
Maharashtra,Chandrapur,,,,0.2,2200,24-Jul-14
Maharashtra,Nagpur,,,,103,2350,24-Jul-14
Maharashtra,Shrirampur,,,,1.2,3000,25-Jul-14
Maharashtra,Chandrapur,,,,1.2,2000,25-Jul-14
Maharashtra,Kalyan,,,,0.3,2750,25-Jul-14
