State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price (Rs./Quintal)
Maharashtra,Mumbai,2014,2,27.4,0.7,2000
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,0.7,7500
Maharashtra,Mumbai,2014,3,36.1,34.8,5000
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,0.3,5500
Maharashtra,Mumbai,2014,3,36.1,153.4,3750
Maharashtra,Kamthi,2014,3,36.1,0.2,3500
Maharashtra,Mumbai,2014,3,36.1,143.5,23500
Maharashtra,Kamthi,2014,3,36.1,0.1,4500
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,2.1,4500
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,1.3,3750
Maharashtra,Mumbai,2014,3,36.1,30.1,25500
Maharashtra,Kamthi,2014,3,36.1,0.2,5000
Maharashtra,Mumbai,2014,3,36.1,116.7,27500
Maharashtra,Mumbai,2014,3,36.1,241,24000
Maharashtra,Mumbai,2014,3,36.1,419.8,23500
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,1,6000
Maharashtra,Mumbai,2014,3,36.1,58.3,28000
Maharashtra,Chattrapati Sambhajinagar,2014,3,36.1,2.4,7000
Maharashtra,Mumbai,2014,3,36.1,348.8,23000
Maharashtra,Mumbai,2014,3,36.1,340.4,20000
Maharashtra,Mumbai,2014,3,36.1,297.5,20000
Maharashtra,Mumbai,2014,3,36.1,422.5,22500
Maharashtra,Mumbai,2014,4,22.1,792.7,20000
Maharashtra,Mumbai,2014,4,22.1,238.8,15000
Maharashtra,Kamthi,2014,4,22.1,0.1,2800
Maharashtra,Mumbai,2014,4,22.1,530.7,15500
Maharashtra,Nagpur,2014,4,22.1,74.9,3650
Maharashtra,Mumbai,2014,4,22.1,564.2,17000
Maharashtra,Kamthi,2014,4,22.1,0.2,2600
Maharashtra,Nagpur,2014,4,22.1,73.2,3000
Maharashtra,Chattrapati Sambhajinagar,2014,4,22.1,1.1,7550
Maharashtra,Nagpur,2014,4,22.1,157.1,2700
Maharashtra,Karad,2014,4,22.1,3,2250
Maharashtra,Mumbai,2014,4,22.1,796,19000
Maharashtra,Karad,2014,4,22.1,7.5,2100
Maharashtra,Mumbai,2014,4,22.1,914.1,17500
Maharashtra,Nagpur,2014,4,22.1,190.3,3000
Maharashtra,Nagpur,2014,4,22.1,110,2250
Maharashtra,Nagpur,2014,4,22.1,110,3000
Maharashtra,Mumbai,2014,4,22.1,"1,015.00",14000
Maharashtra,Mumbai,2014,4,22.1,251.9,13500
Maharashtra,Nagpur,2014,4,22.1,13.1,2800
Maharashtra,Nagpur,2014,4,22.1,477.7,3000
Maharashtra,Karad,2014,4,22.1,9,900
Maharashtra,Mumbai,2014,4,22.1,"1,408.70",14000
Maharashtra,Amarawati,2014,4,22.1,8,3500
Maharashtra,Nagpur,2014,4,22.1,573.4,2600
Maharashtra,Mumbai,2014,4,22.1,"1,339.10",12000
Maharashtra,Nagpur,2014,4,22.1,521.6,3000
Maharashtra,Mumbai,2014,4,22.1,"1,216.80",10500
Maharashtra,Amarawati,2014,4,22.1,6,3750
Maharashtra,Mumbai,2014,4,22.1,"1,092.00",12000
Maharashtra,Mumbai,2014,4,22.1,619,10500
Maharashtra,Mumbai,2014,4,22.1,"1,998.00",10750
Maharashtra,Shrirampur,2014,4,22.1,1.1,3750
Maharashtra,Karad,2014,4,22.1,12,3500
Maharashtra,Karad,2014,4,22.1,12,7500
Maharashtra,Mumbai,2014,4,22.1,"1,588.00",11500
Maharashtra,Nagpur,2014,4,22.1,737.2,2250
Maharashtra,Mumbai,2014,4,22.1,279,9750
Maharashtra,Nagpur,2014,4,22.1,666.9,1700
Maharashtra,Nagpur,2014,4,22.1,300,2500
Maharashtra,Nagpur,2014,4,22.1,300,1250
Maharashtra,Jalgaon,2014,4,22.1,12.5,3500
Maharashtra,Barshi,2014,4,22.1,1.5,500
Maharashtra,Karad,2014,4,22.1,13.2,3500
Maharashtra,Mumbai,2014,4,22.1,813,7500
Maharashtra,Karad,2014,4,22.1,13.2,8500
Maharashtra,Shrirampur,2014,4,22.1,1.1,3750
Maharashtra,Jalgaon,2014,4,22.1,6,3400
Maharashtra,Mumbai,2014,4,22.1,"2,626.00",11500
Maharashtra,Nagpur,2014,4,22.1,300,2200
Maharashtra,Nagpur,2014,4,22.1,300,1100
Maharashtra,Jalgaon,2014,4,22.1,15,3500
Maharashtra,Nagpur,2014,4,22.1,300,2400
Maharashtra,Nagpur,2014,4,22.1,300,1200
Maharashtra,Mumbai,2014,4,22.1,"10,729.00",11500
Maharashtra,Kamthi,2014,4,22.1,0.6,1600
Maharashtra,Karad,2014,4,22.1,4.2,3500
Maharashtra,Karad,2014,4,22.1,4.2,9000
Maharashtra,Barshi,2014,4,22.1,0.3,500
Maharashtra,Nagpur,2014,4,22.1,463.9,2850
Maharashtra,Nagpur,2014,4,22.1,463.9,1150
Maharashtra,Mumbai,2014,4,22.1,"1,912.90",7200
Maharashtra,Shrirampur,2014,5,72.9,1.1,4250
Maharashtra,Mumbai,2014,5,72.9,"1,825.80",9500
Maharashtra,Shrirampur,2014,5,72.9,1.2,4750
Maharashtra,Mumbai,2014,5,72.9,"1,468.00",10000
Maharashtra,Nagpur,2014,5,72.9,522.8,2150
Maharashtra,Nagpur,2014,5,72.9,522.8,1400
Maharashtra,Mumbai,2014,5,72.9,"1,518.90",9500
Maharashtra,Nagpur,2014,5,72.9,300,1200
Maharashtra,Jalgaon,2014,5,72.9,5,3200
Maharashtra,Nagpur,2014,5,72.9,300,2500
Maharashtra,Shrirampur,2014,5,72.9,1.2,3750
Maharashtra,Shrirampur,2014,5,72.9,0.9,3750
Maharashtra,Nagpur,2014,5,72.9,200,1150
Maharashtra,Mumbai,2014,5,72.9,503.9,8250
Maharashtra,Jalgaon,2014,5,72.9,4,3200
Maharashtra,Nagpur,2014,5,72.9,200,2250
Maharashtra,Jalgaon,2014,5,72.9,3.5,4000
Maharashtra,Mumbai,2014,5,72.9,"1,881.70",10250
Maharashtra,Nagpur,2014,5,72.9,"1,064.30",1000
Maharashtra,Nagpur,2014,5,72.9,"1,064.30",2350
Maharashtra,Shrirampur,2014,5,72.9,1,4750
Maharashtra,Jalgaon,2014,5,72.9,5,3000
Maharashtra,Nagpur,2014,5,72.9,866.6,2450
Maharashtra,Mumbai,2014,5,72.9,"1,603.90",9000
Maharashtra,Nagpur,2014,5,72.9,866.6,1050
Maharashtra,Shrirampur,2014,5,72.9,0.5,3000
Maharashtra,Jalgaon,2014,5,72.9,4,2800
Maharashtra,Mumbai,2014,5,72.9,"1,645.30",9500
Maharashtra,Mumbai,2014,5,72.9,"1,443.30",10500
Maharashtra,Nagpur,2014,5,72.9,842.8,2100
Maharashtra,Nagpur,2014,5,72.9,842.8,1000
Maharashtra,Nagpur,2014,5,72.9,300,1000
Maharashtra,Nagpur,2014,5,72.9,300,2450
Maharashtra,Mumbai,2014,5,72.9,"1,392.90",11000
Maharashtra,Chattrapati Sambhajinagar,2014,5,72.9,37.1,3400
Maharashtra,Mumbai,2014,5,72.9,472.4,11500
Maharashtra,Jalgaon,2014,5,72.9,3,3000
Maharashtra,Karad,2014,5,72.9,24,800
Maharashtra,Karad,2014,5,72.9,24,275
Maharashtra,Mumbai,2014,5,72.9,"1,844.40",9500
Maharashtra,Karad,2014,5,72.9,24,800
Maharashtra,Mumbai,2014,5,72.9,"1,468.50",9000
Maharashtra,Karad,2014,5,72.9,24,275
Maharashtra,Jalgaon,2014,5,72.9,4,3200
Maharashtra,Mumbai,2014,5,72.9,"1,726.00",9000
Maharashtra,Mumbai,2014,5,72.9,"1,640.30",8000
Maharashtra,Jalgaon,2014,5,72.9,3.5,2800
Maharashtra,Nagpur,2014,5,72.9,145.6,1400
Maharashtra,Nagpur,2014,5,72.9,145.6,2500
Maharashtra,Mumbai,2014,5,72.9,"1,598.30",8750
Maharashtra,Shrirampur,2014,5,72.9,3,3500
Maharashtra,Nagpur,2014,5,72.9,400,1200
Maharashtra,Mumbai,2014,5,72.9,652.9,8700
Maharashtra,Nagpur,2014,5,72.9,400,2700
Maharashtra,Karad,2014,5,72.9,37.5,250
Maharashtra,Jalgaon,2014,5,72.9,6,3000
Maharashtra,Karad,2014,5,72.9,37.5,800
Maharashtra,Nagpur,2014,5,72.9,"1,584.20",1050
Maharashtra,Mumbai,2014,5,72.9,"2,831.50",8600
Maharashtra,Nagpur,2014,5,72.9,"1,584.20",2250
Maharashtra,Shrirampur,2014,5,72.9,3.7,3500
Maharashtra,Jalgaon,2014,5,72.9,3,2700
Maharashtra,Nagpur,2014,5,72.9,400,1000
Maharashtra,Mumbai,2014,5,72.9,"1,469.90",8300
Maharashtra,Nagpur,2014,5,72.9,400,2200
Maharashtra,Shrirampur,2014,5,72.9,2.3,3500
Maharashtra,Jalgaon,2014,5,72.9,6.5,3200
Maharashtra,Mumbai,2014,5,72.9,"1,730.70",8100
Maharashtra,Nagpur,2014,5,72.9,550,2250
Maharashtra,Jalgaon,2014,5,72.9,7,3200
Maharashtra,Mumbai,2014,5,72.9,"1,378.80",8200
Maharashtra,Nagpur,2014,5,72.9,550,1100
Maharashtra,Mumbai,2014,5,72.9,"1,345.30",7500
Maharashtra,Nagpur,2014,5,72.9,812.3,2500
Maharashtra,Jalgaon,2014,5,72.9,5,3100
Maharashtra,Shrirampur,2014,5,72.9,3.2,3550
Maharashtra,Shrirampur,2014,5,72.9,2.3,3550
Maharashtra,Mumbai,2014,5,72.9,564.4,8300
Maharashtra,Nagpur,2014,5,72.9,838.2,2500
Maharashtra,Nagpur,2014,5,72.9,838.2,1200
Maharashtra,Mumbai,2014,5,72.9,"1,420.10",7200
Maharashtra,Nagpur,2014,5,72.9,500,2500
Maharashtra,Nagpur,2014,5,72.9,500,1300
Maharashtra,Jalgaon,2014,5,72.9,7.5,3000
Maharashtra,Nagpur,2014,5,72.9,826.1,1150
Maharashtra,Nagpur,2014,5,72.9,826.1,2450
Maharashtra,Nagpur,2014,5,72.9,"1,270.30",1100
Maharashtra,Mumbai,2014,5,72.9,293.1,7000
Maharashtra,Nagpur,2014,5,72.9,"1,270.30",1650
Maharashtra,Jalgaon,2014,5,72.9,5,3200
Maharashtra,Mumbai,2014,5,72.9,"1,342.90",7000
Maharashtra,Jalgaon,2014,5,72.9,2,3000
Maharashtra,Mumbai,2014,5,72.9,"1,120.60",7000
Maharashtra,Nagpur,2014,5,72.9,"1,111.50",2250
Maharashtra,Karad,2014,5,72.9,4.2,5500
Maharashtra,Karad,2014,5,72.9,4.2,1500
Maharashtra,Nagpur,2014,5,72.9,"1,111.50",1050
Maharashtra,Shrirampur,2014,6,85.2,2,3750
Maharashtra,Mumbai,2014,6,85.2,426,6500
Maharashtra,Nagpur,2014,6,85.2,300,2250
Maharashtra,Karad,2014,6,85.2,4.5,7500
Maharashtra,Nagpur,2014,6,85.2,300,1250
Maharashtra,Karad,2014,6,85.2,4.5,2500
Maharashtra,Jalgaon,2014,6,85.2,4,3200
Maharashtra,Nagpur,2014,6,85.2,682.6,3000
Maharashtra,Mumbai,2014,6,85.2,"1,031.80",6300
Maharashtra,Karad,2014,6,85.2,6,8500
Maharashtra,Karad,2014,6,85.2,6,2750
Maharashtra,Nagpur,2014,6,85.2,682.6,1350
Maharashtra,Nagpur,2014,6,85.2,780.8,3000
Maharashtra,Nagpur,2014,6,85.2,780.8,1250
Maharashtra,Jalgaon,2014,6,85.2,3.5,3000
Maharashtra,Mumbai,2014,6,85.2,"1,074.50",6000
Maharashtra,Nagpur,2014,6,85.2,250,2650
Maharashtra,Mumbai,2014,6,85.2,"1,000.20",6100
Maharashtra,Jalgaon,2014,6,85.2,12.5,3300
Maharashtra,Nagpur,2014,6,85.2,250,1400
Maharashtra,Barshi,2014,6,85.2,0.3,300
Maharashtra,Jalgaon,2014,6,85.2,5,3500
Maharashtra,Nagpur,2014,6,85.2,250,2800
Maharashtra,Barshi,2014,6,85.2,0.3,280
Maharashtra,Mumbai,2014,6,85.2,"1,042.90",6500
Maharashtra,Nagpur,2014,6,85.2,250,1300
Maharashtra,Shrirampur,2014,6,85.2,2.3,3000
Maharashtra,Jalgaon,2014,6,85.2,3.5,3200
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,31.7,2200
Maharashtra,Barshi,2014,6,85.2,2.2,300
Maharashtra,Nagpur,2014,6,85.2,930.3,2550
Maharashtra,Nagpur,2014,6,85.2,930.3,1450
Maharashtra,Mumbai,2014,6,85.2,"1,112.90",6500
Maharashtra,Shrirampur,2014,6,85.2,3.2,4000
Maharashtra,Shrirampur,2014,6,85.2,1.9,3500
Maharashtra,Mumbai,2014,6,85.2,433,6500
Maharashtra,Karad,2014,6,85.2,3,6500
Maharashtra,Nagpur,2014,6,85.2,200,1350
Maharashtra,Karad,2014,6,85.2,3,2200
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,27.5,4000
Maharashtra,Nagpur,2014,6,85.2,200,2750
Maharashtra,Kamthi,2014,6,85.2,0.4,2400
Maharashtra,Nagpur,2014,6,85.2,175.6,1350
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,37.8,3200
Maharashtra,Karad,2014,6,85.2,3,7000
Maharashtra,Jalgaon,2014,6,85.2,2,3800
Maharashtra,Mumbai,2014,6,85.2,"1,520.20",6600
Maharashtra,Barshi,2014,6,85.2,0.3,350
Maharashtra,Nagpur,2014,6,85.2,175.6,2450
Maharashtra,Kalyan,2014,6,85.2,0.3,1750
Maharashtra,Kalyan,2014,6,85.2,0.3,1750
Maharashtra,Amarawati,2014,6,85.2,10,4100
Maharashtra,Amarawati,2014,6,85.2,10,1300
Maharashtra,Jalgaon,2014,6,85.2,6,3200
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,36.1,3850
Maharashtra,Nagpur,2014,6,85.2,270.7,2250
Maharashtra,Mumbai,2014,6,85.2,"1,149.70",5250
Maharashtra,Kamthi,2014,6,85.2,0.3,2200
Maharashtra,Barshi,2014,6,85.2,0.3,350
Maharashtra,Karad,2014,6,85.2,3.9,6500
Maharashtra,Nagpur,2014,6,85.2,270.7,1300
Maharashtra,Shrirampur,2014,6,85.2,2.3,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,38.4,3850
Maharashtra,Nagpur,2014,6,85.2,285.8,2300
Maharashtra,Jalgaon,2014,6,85.2,4.5,2800
Maharashtra,Mumbai,2014,6,85.2,981.9,5500
Maharashtra,Kamthi,2014,6,85.2,0.1,2600
Maharashtra,Barshi,2014,6,85.2,0.3,350
Maharashtra,Nagpur,2014,6,85.2,285.8,1350
Maharashtra,Barshi,2014,6,85.2,0.3,350
Maharashtra,Nagpur,2014,6,85.2,151.4,1400
Maharashtra,Kamthi,2014,6,85.2,1.5,3000
Maharashtra,Nagpur,2014,6,85.2,151.4,2050
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,36.7,4100
Maharashtra,Mumbai,2014,6,85.2,"1,071.40",5700
Maharashtra,Nagpur,2014,6,85.2,331.9,1400
Maharashtra,Karad,2014,6,85.2,1.8,6000
Maharashtra,Kamthi,2014,6,85.2,0.1,3200
Maharashtra,Nagpur,2014,6,85.2,331.9,2050
Maharashtra,Jalgaon,2014,6,85.2,2,4200
Maharashtra,Barshi,2014,6,85.2,0.3,350
Maharashtra,Kalyan,2014,6,85.2,0.3,1500
Maharashtra,Kalyan,2014,6,85.2,0.3,1900
Maharashtra,Shrirampur,2014,6,85.2,2.3,3500
Maharashtra,Nagpur,2014,6,85.2,300,1400
Maharashtra,Jalgaon,2014,6,85.2,1.8,4000
Maharashtra,Nagpur,2014,6,85.2,300,2050
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,30.3,3000
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,23.1,3200
Maharashtra,Nagpur,2014,6,85.2,131.4,1150
Maharashtra,Nagpur,2014,6,85.2,131.4,2100
Maharashtra,Shrirampur,2014,6,85.2,3.2,3500
Maharashtra,Amarawati,2014,6,85.2,10,3250
Maharashtra,Amarawati,2014,6,85.2,10,2250
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,22.2,3800
Maharashtra,Nagpur,2014,6,85.2,180.8,2150
Maharashtra,Jalgaon,2014,6,85.2,2.5,3000
Maharashtra,Nagpur,2014,6,85.2,180.8,1150
Maharashtra,Shrirampur,2014,6,85.2,2.3,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,35.2,3250
Maharashtra,Nagpur,2014,6,85.2,169.6,2050
Maharashtra,Barshi,2014,6,85.2,0.3,400
Maharashtra,Jalgaon,2014,6,85.2,3.5,3500
Maharashtra,Nagpur,2014,6,85.2,169.6,1150
Maharashtra,Shrirampur,2014,6,85.2,3.2,4000
Maharashtra,Nagpur,2014,6,85.2,250,2050
Maharashtra,Barshi,2014,6,85.2,0.3,400
Maharashtra,Nagpur,2014,6,85.2,250,1250
Maharashtra,Jalgaon,2014,6,85.2,1.5,4000
Maharashtra,Shrirampur,2014,6,85.2,1.8,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,54.5,2150
Maharashtra,Nagpur,2014,6,85.2,236.9,2000
Maharashtra,Nagpur,2014,6,85.2,236.9,1350
Maharashtra,Jalgaon,2014,6,85.2,2.5,4000
Maharashtra,Barshi,2014,6,85.2,0.3,450
Maharashtra,Shrirampur,2014,6,85.2,2.3,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,24,3950
Maharashtra,Shrirampur,2014,6,85.2,1.6,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,22.7,3500
Maharashtra,Nagpur,2014,6,85.2,400,1400
Maharashtra,Kalyan,2014,6,85.2,0.3,2150
Maharashtra,Nagpur,2014,6,85.2,400,2100
Maharashtra,Kalyan,2014,6,85.2,0.3,4500
Maharashtra,Nagpur,2014,6,85.2,150,2350
Maharashtra,Nagpur,2014,6,85.2,150,1450
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,22.5,2600
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,20.7,2550
Maharashtra,Shrirampur,2014,6,85.2,3.2,4000
Maharashtra,Nagpur,2014,6,85.2,150,2000
Maharashtra,Nagpur,2014,6,85.2,150,1200
Maharashtra,Karad,2014,6,85.2,5.1,2500
Maharashtra,Barshi,2014,6,85.2,0.3,500
Maharashtra,Shrirampur,2014,6,85.2,1.8,3500
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,9.7,3250
Maharashtra,Nagpur,2014,6,85.2,250,2000
Maharashtra,Nagpur,2014,6,85.2,250,1300
Maharashtra,Shrirampur,2014,6,85.2,3.2,4000
Maharashtra,Mumbai,2014,6,85.2,"1,079.70",5500
Maharashtra,Nagpur,2014,6,85.2,243.7,2000
Maharashtra,Nagpur,2014,6,85.2,243.7,1200
Maharashtra,Shrirampur,2014,6,85.2,2,4000
Maharashtra,Mumbai,2014,6,85.2,"1,345.60",4500
Maharashtra,Nagpur,2014,6,85.2,300,1300
Maharashtra,Nagpur,2014,6,85.2,300,1850
Maharashtra,Shrirampur,2014,6,85.2,3.2,4000
Maharashtra,Chattrapati Sambhajinagar,2014,6,85.2,16.2,3800
Maharashtra,Shrirampur,2014,6,85.2,2.3,4000
Maharashtra,Mumbai,2014,6,85.2,526.2,4800
Maharashtra,Nagpur,2014,6,85.2,200,2050
Maharashtra,Nagpur,2014,6,85.2,200,1350
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,14.7,3200
Maharashtra,Nagpur,2014,7,261.1,200,2000
Maharashtra,Mumbai,2014,7,261.1,795.5,4900
Maharashtra,Chandrapur,2014,7,261.1,5.7,2200
Maharashtra,Nasik,2014,7,261.1,37,2800
Maharashtra,Nagpur,2014,7,261.1,200,1300
Maharashtra,Shrirampur,2014,7,261.1,2.3,5000
Maharashtra,Mumbai,2014,7,261.1,860.4,5500
Maharashtra,Chandrapur,2014,7,261.1,45,2200
Maharashtra,Nagpur,2014,7,261.1,187.5,1350
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,13.8,2900
Maharashtra,Kalyan,2014,7,261.1,0.3,2100
Maharashtra,Nagpur,2014,7,261.1,187.5,2100
Maharashtra,Shrirampur,2014,7,261.1,1.6,4000
Maharashtra,Chandrapur,2014,7,261.1,28,2200
Maharashtra,Nagpur,2014,7,261.1,103.4,1450
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,18.6,2400
Maharashtra,Nagpur,2014,7,261.1,103.4,1300
Maharashtra,Mumbai,2014,7,261.1,574,5200
Maharashtra,Nasik,2014,7,261.1,50,3050
Maharashtra,Shrirampur,2014,7,261.1,2.3,4000
Maharashtra,Chandrapur,2014,7,261.1,10,1000
Maharashtra,Nagpur,2014,7,261.1,127.4,2100
Maharashtra,Nagpur,2014,7,261.1,127.4,1350
Maharashtra,Shrirampur,2014,7,261.1,1.7,4000
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,40.8,2500
Maharashtra,Nagpur,2014,7,261.1,200,1300
Maharashtra,Chandrapur,2014,7,261.1,50,2200
Maharashtra,Nagpur,2014,7,261.1,200,2100
Maharashtra,Mumbai,2014,7,261.1,585.2,5000
Maharashtra,Karad,2014,7,261.1,21,3500
Maharashtra,Shrirampur,2014,7,261.1,2.3,3000
Maharashtra,Chandrapur,2014,7,261.1,15,2200
Maharashtra,Shrirampur,2014,7,261.1,1.6,4000
Maharashtra,Chandrapur,2014,7,261.1,14,2200
Maharashtra,Nagpur,2014,7,261.1,185.3,2100
Maharashtra,Nagpur,2014,7,261.1,185.3,1300
Maharashtra,Amarawati,2014,7,261.1,30,1800
Maharashtra,Nagpur,2014,7,261.1,150,2200
Maharashtra,Chandrapur,2014,7,261.1,10.1,2200
Maharashtra,Karad,2014,7,261.1,6.9,2750
Maharashtra,Nagpur,2014,7,261.1,150,1400
Maharashtra,Nasik,2014,7,261.1,10.2,3500
Maharashtra,Shrirampur,2014,7,261.1,2.3,2750
Maharashtra,Chandrapur,2014,7,261.1,0.5,2000
Maharashtra,Amarawati,2014,7,261.1,20,2100
Maharashtra,Nagpur,2014,7,261.1,129.1,2350
Maharashtra,Nagpur,2014,7,261.1,129.1,1350
Maharashtra,Shrirampur,2014,7,261.1,1.6,2750
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,10.3,2250
Maharashtra,Nagpur,2014,7,261.1,169.4,2600
Maharashtra,Nagpur,2014,7,261.1,169.4,1450
Maharashtra,Shrirampur,2014,7,261.1,2.3,3000
Maharashtra,Chandrapur,2014,7,261.1,1.6,2000
Maharashtra,Nagpur,2014,7,261.1,176.4,1300
Maharashtra,Nagpur,2014,7,261.1,176.4,2550
Maharashtra,Shrirampur,2014,7,261.1,1.5,2000
Maharashtra,Nagpur,2014,7,261.1,264.7,2200
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,11.6,1600
Maharashtra,Nasik,2014,7,261.1,23,3000
Maharashtra,Chandrapur,2014,7,261.1,1.1,2200
Maharashtra,Nagpur,2014,7,261.1,264.7,1450
Maharashtra,Mumbai,2014,7,261.1,674.5,4700
Maharashtra,Shrirampur,2014,7,261.1,2.3,2000
Maharashtra,Chandrapur,2014,7,261.1,4.5,2200
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,1.2,2600
Maharashtra,Amarawati,2014,7,261.1,10,2800
Maharashtra,Shrirampur,2014,7,261.1,1.6,2250
Maharashtra,Chandrapur,2014,7,261.1,0.1,2500
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,3,2000
Maharashtra,Nagpur,2014,7,261.1,134.3,2350
Maharashtra,Kalyan,2014,7,261.1,0.3,2250
Maharashtra,Nagpur,2014,7,261.1,134.3,1450
Maharashtra,Amarawati,2014,7,261.1,10,4250
Maharashtra,Amarawati,2014,7,261.1,10,4250
Maharashtra,Chandrapur,2014,7,261.1,12,2400
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,2.6,4500
Maharashtra,Nasik,2014,7,261.1,31,5500
Maharashtra,Nagpur,2014,7,261.1,71.4,2350
Maharashtra,Nagpur,2014,7,261.1,71.4,1450
Maharashtra,Chandrapur,2014,7,261.1,1,2200
Maharashtra,Shrirampur,2014,7,261.1,1.8,2750
Maharashtra,Nagpur,2014,7,261.1,85.1,2350
Maharashtra,Nagpur,2014,7,261.1,85.1,1300
Maharashtra,Shrirampur,2014,7,261.1,1.7,3000
Maharashtra,Nagpur,2014,7,261.1,96.3,1350
Maharashtra,Nagpur,2014,7,261.1,96.3,2350
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,10.7,4750
Maharashtra,Chandrapur,2014,7,261.1,2.7,2500
Maharashtra,Shrirampur,2014,7,261.1,1.6,3000
Maharashtra,Chandrapur,2014,7,261.1,0.7,2500
Maharashtra,Nagpur,2014,7,261.1,36.4,2350
Maharashtra,Nagpur,2014,7,261.1,36.4,1400
Maharashtra,Amarawati,2014,7,261.1,10,2750
Maharashtra,Nagpur,2014,7,261.1,163.3,2450
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,10,2950
Maharashtra,Chandrapur,2014,7,261.1,0.1,2200
Maharashtra,Nasik,2014,7,261.1,14.5,5500
Maharashtra,Shrirampur,2014,7,261.1,1.6,2750
Maharashtra,Chandrapur,2014,7,261.1,0.7,2200
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,10.8,2250
Maharashtra,Shrirampur,2014,7,261.1,1.1,3000
Maharashtra,Chandrapur,2014,7,261.1,0.2,2500
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,18.2,2250
Maharashtra,Nagpur,2014,7,261.1,127.2,2450
Maharashtra,Nasik,2014,7,261.1,8,2500
Maharashtra,Chandrapur,2014,7,261.1,0.2,2500
Maharashtra,Nagpur,2014,7,261.1,48.4,2450
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,2.7,2600
Maharashtra,Shrirampur,2014,7,261.1,1.1,2750
Maharashtra,Chandrapur,2014,7,261.1,0.3,2500
Maharashtra,Nagpur,2014,7,261.1,67.6,1600
Maharashtra,Chandrapur,2014,7,261.1,0.2,2200
Maharashtra,Nagpur,2014,7,261.1,103,2350
Maharashtra,Shrirampur,2014,7,261.1,1.2,3000
Maharashtra,Chandrapur,2014,7,261.1,1.2,2000
Maharashtra,Kalyan,2014,7,261.1,0.3,2750
Maharashtra,Nagpur,2014,7,261.1,95,2400
Maharashtra,Chandrapur,2014,7,261.1,0.7,2200
Maharashtra,Nagpur,2014,7,261.1,134.3,2400
Maharashtra,Nasik,2014,7,261.1,9.4,4500
Maharashtra,Kalyan,2014,7,261.1,0.3,2750
Maharashtra,Shrirampur,2014,7,261.1,1.5,3000
Maharashtra,Shrirampur,2014,7,261.1,1.2,4000
Maharashtra,Nagpur,2014,7,261.1,253.1,2500
Maharashtra,Shrirampur,2014,7,261.1,1.5,1750
Maharashtra,Nagpur,2014,7,261.1,66.1,1750
Maharashtra,Shrirampur,2014,7,261.1,1,2750
Maharashtra,Nagpur,2014,7,261.1,87.9,1800
Maharashtra,Nagpur,2014,8,237.4,42.5,1450
Maharashtra,Nagpur,2014,8,237.4,76.7,1500
Maharashtra,Nagpur,2014,8,237.4,57,1500
Maharashtra,Nagpur,2014,8,237.4,23.1,1350
Maharashtra,Nagpur,2014,8,237.4,20,1150
Maharashtra,Nagpur,2014,8,237.4,38.2,1000
Maharashtra,Nagpur,2014,8,237.4,9,950
Maharashtra,Mumbai,2014,8,237.4,196.3,4700
Maharashtra,Nagpur,2014,8,237.4,8.9,1250
Maharashtra,Nagpur,2014,8,237.4,5.6,1300
Maharashtra,Chandrapur,2014,8,237.4,0.4,6000
Maharashtra,Chandrapur,2014,8,237.4,0.2,5000
