State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price(Rs./Quintal),Reported Date
Maharashtra,Nagpur,,,,7.4,500,01-Jan-14
Maharashtra,Karad,,,,3,1250,01-Jan-14
Maharashtra,Jalgaon,,,,0.7,550,01-Jan-14
Maharashtra,Pandharpur,,,,4,1301,02-Jan-14
Maharashtra,Jalgaon,,,,0.7,600,02-Jan-14
Maharashtra,Nagpur,,,,10.9,500,02-Jan-14
Maharashtra,Nagpur,,,,12.4,500,03-Jan-14
Maharashtra,Solapur,,,,6,1000,03-Jan-14
Maharashtra,Nagpur,,,,7.1,500,04-Jan-14
Maharashtra,Solapur,,,,5.1,1000,04-Jan-14
Maharashtra,Pandharpur,,,,5,1240,04-Jan-14
Maharashtra,Anajngaon,,,,15,800,06-Jan-14
Maharashtra,Pandharpur,,,,8,1260,06-Jan-14
Maharashtra,Jalgaon,,,,0.6,700,06-Jan-14
Maharashtra,Nagpur,,,,9.1,500,06-Jan-14
Maharashtra,Jalgaon,,,,0.4,800,07-Jan-14
Maharashtra,Nagpur,,,,12.5,500,07-Jan-14
Maharashtra,Pandharpur,,,,10,1225,07-Jan-14
Maharashtra,Nagpur,,,,5.9,500,08-Jan-14
Maharashtra,Karad,,,,2.1,1150,08-Jan-14
Maharashtra,Solapur,,,,10.7,1000,08-Jan-14
Maharashtra,Nagpur,,,,9.6,500,09-Jan-14
Maharashtra,Pandharpur,,,,5,1286,09-Jan-14
Maharashtra,Solapur,,,,14.5,800,10-Jan-14
Maharashtra,Jalgaon,,,,0.8,600,11-Jan-14
Maharashtra,Pandharpur,,,,5,1260,11-Jan-14
Maharashtra,Solapur,,,,3.6,1000,11-Jan-14
Maharashtra,Karad,,,,5.1,1600,11-Jan-14
Maharashtra,Baramati,,,,13.5,1201,12-Jan-14
Maharashtra,Anajngaon,,,,16.5,950,13-Jan-14
Maharashtra,Jalgaon,,,,0.7,550,13-Jan-14
Maharashtra,Pandharpur,,,,6,1340,13-Jan-14
Maharashtra,Nagpur,,,,10.5,500,13-Jan-14
Maharashtra,Jalgaon,,,,0.5,700,15-Jan-14
Maharashtra,Nagpur,,,,8.7,500,15-Jan-14
Maharashtra,Ulhasnagar,,,,"2,400.00",3200,15-Jan-14
Maharashtra,Pandharpur,,,,8,1425,15-Jan-14
Maharashtra,Karad,,,,3,1600,15-Jan-14
Maharashtra,Solapur,,,,3.2,700,15-Jan-14
Maharashtra,Jalgaon,,,,0.5,650,16-Jan-14
Maharashtra,Pandharpur,,,,5,1300,16-Jan-14
Maharashtra,Nagpur,,,,5.2,500,16-Jan-14
Maharashtra,Jalgaon,,,,0.8,700,17-Jan-14
Maharashtra,Nagpur,,,,8.2,500,17-Jan-14
Maharashtra,Jalgaon,,,,1,600,18-Jan-14
Maharashtra,Pandharpur,,,,5,1271,18-Jan-14
Maharashtra,Kalyan,,,,0.3,925,18-Jan-14
Maharashtra,Nagpur,,,,4.8,500,18-Jan-14
Maharashtra,Anajngaon,,,,18,900,20-Jan-14
Maharashtra,Nagpur,,,,8,500,20-Jan-14
Maharashtra,Karad,,,,2.1,1200,20-Jan-14
Maharashtra,Solapur,,,,0.8,900,20-Jan-14
Maharashtra,Pandharpur,,,,50,1251,20-Jan-14
Maharashtra,Pandharpur,,,,6,1251,21-Jan-14
Maharashtra,Karad,,,,3,1200,21-Jan-14
Maharashtra,Nagpur,,,,13.1,500,21-Jan-14
Maharashtra,Jalgaon,,,,1.2,600,21-Jan-14
Maharashtra,Nagpur,,,,13,500,22-Jan-14
Maharashtra,Karad,,,,2.1,1300,22-Jan-14
Maharashtra,Jalgaon,,,,0.7,600,22-Jan-14
Maharashtra,Pandharpur,,,,11,1226,22-Jan-14
Maharashtra,Jalgaon,,,,0.5,600,23-Jan-14
Maharashtra,Nagpur,,,,8.7,500,23-Jan-14
Maharashtra,Karad,,,,5.1,1200,23-Jan-14
Maharashtra,Pandharpur,,,,5,1201,23-Jan-14
Maharashtra,Pandharpur,,,,12,1030,24-Jan-14
Maharashtra,Nagpur,,,,11.2,500,25-Jan-14
Maharashtra,Pandharpur,,,,5,1100,25-Jan-14
Maharashtra,Jalgaon,,,,1.2,650,25-Jan-14
Maharashtra,Solapur,,,,1.7,900,25-Jan-14
Maharashtra,Karad,,,,4.2,1200,25-Jan-14
Maharashtra,Anajngaon,,,,21,900,27-Jan-14
Maharashtra,Nagpur,,,,7.9,500,27-Jan-14
Maharashtra,Karad,,,,3,1150,27-Jan-14
Maharashtra,Pandharpur,,,,4,1200,27-Jan-14
Maharashtra,Jalgaon,,,,0.7,600,28-Jan-14
Maharashtra,Nagpur,,,,13,500,28-Jan-14
Maharashtra,Karad,,,,2.1,1200,28-Jan-14
Maharashtra,Pandharpur,,,,4,1321,28-Jan-14
Maharashtra,Nagpur,,,,5.8,500,29-Jan-14
Maharashtra,Karad,,,,3,1200,29-Jan-14
Maharashtra,Nagpur,,,,3.7,500,30-Jan-14
Maharashtra,Pandharpur,,,,8,1280,30-Jan-14
Maharashtra,Nagpur,,,,9,500,31-Jan-14
Maharashtra,Nagpur,,,,5.5,500,01-Feb-14
Maharashtra,Akluj,,,,32.4,1200,01-Feb-14
Maharashtra,Pandharpur,,,,10,1300,01-Feb-14
Maharashtra,Baramati,,,,6,1200,02-Feb-14
Maharashtra,Anajngaon,,,,15,900,03-Feb-14
Maharashtra,Nagpur,,,,4.8,500,03-Feb-14
Maharashtra,Jalgaon,,,,0.7,700,03-Feb-14
Maharashtra,Pandharpur,,,,10,1370,03-Feb-14
Maharashtra,Solapur,,,,3,1000,03-Feb-14
Maharashtra,Solapur,,,,3.3,1000,04-Feb-14
Maharashtra,Nagpur,,,,8.5,500,04-Feb-14
Maharashtra,Pandharpur,,,,25,1460,04-Feb-14
Maharashtra,Jalgaon,,,,0.5,600,04-Feb-14
Maharashtra,Pandharpur,,,,10,1441,05-Feb-14
Maharashtra,Nagpur,,,,6.2,500,05-Feb-14
Maharashtra,Akluj,,,,40.5,1250,05-Feb-14
Maharashtra,Pandharpur,,,,10,1300,06-Feb-14
Maharashtra,Nagpur,,,,5.8,500,06-Feb-14
Maharashtra,Karad,,,,3,1250,06-Feb-14
Maharashtra,Jalgaon,,,,1,750,06-Feb-14
Maharashtra,Nagpur,,,,2.6,500,07-Feb-14
Maharashtra,Pandharpur,,,,30,1300,07-Feb-14
Maharashtra,Pandharpur,,,,3,1300,08-Feb-14
Maharashtra,Jalgaon,,,,0.7,700,08-Feb-14
Maharashtra,Nagpur,,,,8.2,500,08-Feb-14
Maharashtra,Anajngaon,,,,12,875,10-Feb-14
Maharashtra,Jalgaon,,,,1,600,10-Feb-14
Maharashtra,Nagpur,,,,3.2,500,10-Feb-14
Maharashtra,Pandharpur,,,,4.5,1210,10-Feb-14
Maharashtra,Karad,,,,2.1,1100,10-Feb-14
Maharashtra,Solapur,,,,3,700,10-Feb-14
Maharashtra,Nagpur,,,,11.4,500,11-Feb-14
Maharashtra,Pandharpur,,,,4.5,1460,11-Feb-14
Maharashtra,Jalgaon,,,,0.8,700,11-Feb-14
Maharashtra,Karad,,,,3,1200,11-Feb-14
Maharashtra,Jalgaon,,,,0.5,700,12-Feb-14
Maharashtra,Nagpur,,,,1.6,500,12-Feb-14
Maharashtra,Solapur,,,,4.3,1000,12-Feb-14
Maharashtra,Pandharpur,,,,10,1390,12-Feb-14
Maharashtra,Pandharpur,,,,15,1414,13-Feb-14
Maharashtra,Nagpur,,,,34.6,500,13-Feb-14
Maharashtra,Nagpur,,,,34.6,500,14-Feb-14
Maharashtra,Pandharpur,,,,30,1370,14-Feb-14
Maharashtra,Solapur,,,,17,1000,15-Feb-14
Maharashtra,Nagpur,,,,5.6,500,15-Feb-14
Maharashtra,Anajngaon,,,,10.5,800,17-Feb-14
Maharashtra,Nagpur,,,,5.6,500,17-Feb-14
Maharashtra,Pandharpur,,,,5,1351,17-Feb-14
Maharashtra,Nagpur,,,,9.3,500,18-Feb-14
Maharashtra,Pandharpur,,,,6,1386,18-Feb-14
Maharashtra,Karad,,,,3,1200,18-Feb-14
Maharashtra,Solapur,,,,8,800,18-Feb-14
Maharashtra,Nagpur,,,,6.1,500,19-Feb-14
Maharashtra,Karad,,,,5.1,1250,20-Feb-14
Maharashtra,Solapur,,,,18,1300,20-Feb-14
Maharashtra,Pandharpur,,,,10,1470,20-Feb-14
Maharashtra,Nagpur,,,,5.8,500,21-Feb-14
Maharashtra,Pandharpur,,,,20,1370,21-Feb-14
Maharashtra,Jalgaon,,,,1.3,800,21-Feb-14
Maharashtra,Solapur,,,,9.3,1000,21-Feb-14
Maharashtra,Nagpur,,,,7.7,500,22-Feb-14
Maharashtra,Solapur,,,,3.9,1000,22-Feb-14
Maharashtra,Anajngaon,,,,12,800,24-Feb-14
Maharashtra,Nagpur,,,,8.1,500,24-Feb-14
Maharashtra,Karad,,,,0.9,1450,25-Feb-14
Maharashtra,Solapur,,,,5.5,1250,25-Feb-14
Maharashtra,Nagpur,,,,11,500,25-Feb-14
Maharashtra,Jalgaon,,,,0.5,300,26-Feb-14
Maharashtra,Solapur,,,,4,1000,26-Feb-14
Maharashtra,Nagpur,,,,20.6,500,26-Feb-14
Maharashtra,Jalgaon,,,,0.7,700,28-Feb-14
Maharashtra,Solapur,,,,4.1,1200,28-Feb-14
Maharashtra,Akluj,,,,22.4,1200,01-Mar-14
Maharashtra,Nagpur,,,,6.5,500,01-Mar-14
Maharashtra,Solapur,,,,2.8,1200,01-Mar-14
Maharashtra,Anajngaon,,,,12,1000,03-Mar-14
Maharashtra,Solapur,,,,6.1,1000,03-Mar-14
Maharashtra,Nagpur,,,,4.6,500,03-Mar-14
Maharashtra,Jalgaon,,,,1.7,900,04-Mar-14
Maharashtra,Nagpur,,,,3.6,500,05-Mar-14
Maharashtra,Solapur,,,,3.2,1200,05-Mar-14
Maharashtra,Akluj,,,,40.7,1200,05-Mar-14
Maharashtra,Nagpur,,,,5.3,500,06-Mar-14
Maharashtra,Solapur,,,,5.8,1300,06-Mar-14
Maharashtra,Jalgaon,,,,1.5,900,07-Mar-14
Maharashtra,Nagpur,,,,7.3,500,07-Mar-14
Maharashtra,Nagpur,,,,6,500,08-Mar-14
Maharashtra,Solapur,,,,3,1200,08-Mar-14
Maharashtra,Akluj,,,,35,1200,08-Mar-14
Maharashtra,Anajngaon,,,,9,1000,10-Mar-14
Maharashtra,Nagpur,,,,5.5,500,10-Mar-14
Maharashtra,Karad,,,,2.1,1250,10-Mar-14
Maharashtra,Nagpur,,,,7.9,500,11-Mar-14
Maharashtra,Solapur,,,,5.9,1200,11-Mar-14
Maharashtra,Karad,,,,3,1250,12-Mar-14
Maharashtra,Akluj,,,,38,1100,12-Mar-14
Maharashtra,Solapur,,,,1.1,900,12-Mar-14
Maharashtra,Nagpur,,,,5.2,500,12-Mar-14
Maharashtra,Nagpur,,,,6.2,500,14-Mar-14
Maharashtra,Jalgaon,,,,2.6,700,15-Mar-14
Maharashtra,Akluj,,,,40.5,850,15-Mar-14
Maharashtra,Nagpur,,,,11.2,500,15-Mar-14
Maharashtra,Karad,,,,4.5,1450,15-Mar-14
Maharashtra,Solapur,,,,3,1200,15-Mar-14
Maharashtra,Anajngaon,,,,6,1000,17-Mar-14
Maharashtra,Jalgaon,,,,1.3,600,18-Mar-14
Maharashtra,Solapur,,,,3.5,1200,19-Mar-14
Maharashtra,Karad,,,,3,1450,19-Mar-14
Maharashtra,Akluj,,,,27,1000,19-Mar-14
Maharashtra,Jalgaon,,,,1,550,19-Mar-14
Maharashtra,Nagpur,,,,5.6,500,19-Mar-14
Maharashtra,Nagpur,,,,9.3,500,20-Mar-14
Maharashtra,Nagpur,,,,11.3,500,21-Mar-14
Maharashtra,Karad,,,,3,1200,22-Mar-14
Maharashtra,Solapur,,,,5.5,1200,22-Mar-14
Maharashtra,Akluj,,,,35.8,1000,22-Mar-14
Maharashtra,Anajngaon,,,,6,1000,24-Mar-14
Maharashtra,Solapur,,,,4.9,1200,24-Mar-14
Maharashtra,Nagpur,,,,5.8,500,24-Mar-14
Maharashtra,Karad,,,,2.1,1200,24-Mar-14
Maharashtra,Nagpur,,,,8.3,500,25-Mar-14
Maharashtra,Jalgaon,,,,0.5,500,26-Mar-14
Maharashtra,Nagpur,,,,11.1,500,26-Mar-14
Maharashtra,Solapur,,,,3,1200,26-Mar-14
Maharashtra,Akluj,,,,36,900,26-Mar-14
Maharashtra,Jalgaon,,,,0.7,750,27-Mar-14
Maharashtra,Nagpur,,,,5.5,500,27-Mar-14
Maharashtra,Nagpur,,,,7.1,500,28-Mar-14
Maharashtra,Nagpur,,,,12.7,500,29-Mar-14
Maharashtra,Jalgaon,,,,1.8,600,29-Mar-14
Maharashtra,Solapur,,,,7,1000,29-Mar-14
Maharashtra,Jalgaon,,,,1.4,750,31-Mar-14
Maharashtra,Nagpur,,,,11.7,500,01-Apr-14
Maharashtra,Solapur,,,,13,1000,01-Apr-14
Maharashtra,Jalgaon,,,,1.2,700,02-Apr-14
Maharashtra,Pandharpur,,,,7,1100,02-Apr-14
Maharashtra,Solapur,,,,4.5,800,02-Apr-14
Maharashtra,Nagpur,,,,2.2,500,02-Apr-14
Maharashtra,Nagpur,,,,5.3,500,03-Apr-14
Maharashtra,Pandharpur,,,,4,1000,03-Apr-14
Maharashtra,Jalgaon,,,,0.5,700,04-Apr-14
Maharashtra,Solapur,,,,2.5,800,04-Apr-14
Maharashtra,Nagpur,,,,8.2,500,04-Apr-14
Maharashtra,Pandharpur,,,,30,1100,05-Apr-14
Maharashtra,Solapur,,,,5.2,1000,05-Apr-14
Maharashtra,Jalgaon,,,,1,600,05-Apr-14
Maharashtra,Karad,,,,4.5,1500,05-Apr-14
Maharashtra,Nagpur,,,,10.3,500,05-Apr-14
Maharashtra,Anajngaon,,,,7.5,1100,07-Apr-14
Maharashtra,Nagpur,,,,4.3,500,07-Apr-14
Maharashtra,Karad,,,,3,1350,07-Apr-14
Maharashtra,Solapur,,,,14.5,1000,07-Apr-14
Maharashtra,Nagpur,,,,22.3,500,08-Apr-14
Maharashtra,Solapur,,,,7.5,850,09-Apr-14
Maharashtra,Jalgaon,,,,0.7,725,10-Apr-14
Maharashtra,Solapur,,,,5.5,900,10-Apr-14
Maharashtra,Jalgaon,,,,0.7,700,11-Apr-14
Maharashtra,Nagpur,,,,13,500,11-Apr-14
Maharashtra,Solapur,,,,9,750,11-Apr-14
Maharashtra,Jalgaon,,,,1.3,800,12-Apr-14
Maharashtra,Solapur,,,,5.5,750,12-Apr-14
Maharashtra,Nagpur,,,,3.3,500,12-Apr-14
Maharashtra,Nagpur,,,,8.4,500,14-Apr-14
Maharashtra,Jalgaon,,,,1,450,15-Apr-14
Maharashtra,Nagpur,,,,6.8,500,15-Apr-14
Maharashtra,Solapur,,,,10.5,700,15-Apr-14
Maharashtra,Karad,,,,3,1500,15-Apr-14
Maharashtra,Jalgaon,,,,0.7,400,16-Apr-14
Maharashtra,Nagpur,,,,7.2,500,16-Apr-14
Maharashtra,Jalgaon,,,,1,450,17-Apr-14
Maharashtra,Nagpur,,,,16.1,500,17-Apr-14
Maharashtra,Solapur,,,,12.6,800,18-Apr-14
Maharashtra,Jalgaon,,,,1.3,500,19-Apr-14
Maharashtra,Solapur,,,,5,700,19-Apr-14
Maharashtra,Karad,,,,3,1450,19-Apr-14
Maharashtra,Jalgaon,,,,0.8,500,21-Apr-14
Maharashtra,Pandharpur,,,,15,610,21-Apr-14
Maharashtra,Solapur,,,,3.5,800,21-Apr-14
Maharashtra,Jalgaon,,,,0.7,500,22-Apr-14
Maharashtra,Pandharpur,,,,10,875,22-Apr-14
Maharashtra,Karad,,,,3,1250,23-Apr-14
Maharashtra,Jalgaon,,,,0.7,450,23-Apr-14
Maharashtra,Akluj,,,,58.7,800,23-Apr-14
Maharashtra,Pandharpur,,,,10,900,23-Apr-14
Maharashtra,Solapur,,,,6.3,800,23-Apr-14
Maharashtra,Solapur,,,,3.4,700,24-Apr-14
Maharashtra,Pandharpur,,,,15,700,24-Apr-14
Maharashtra,Nagpur,,,,7.8,500,24-Apr-14
Maharashtra,Solapur,,,,10.6,700,25-Apr-14
Maharashtra,Nagpur,,,,7.7,500,25-Apr-14
Maharashtra,Jalgaon,,,,2.5,400,26-Apr-14
Maharashtra,Karad,,,,3,1350,26-Apr-14
Maharashtra,Pandharpur,,,,8,620,26-Apr-14
Maharashtra,Nagpur,,,,14.9,500,26-Apr-14
Maharashtra,Anajngaon,,,,6,950,28-Apr-14
Maharashtra,Nagpur,,,,7.1,500,28-Apr-14
Maharashtra,Solapur,,,,7.1,600,28-Apr-14
Maharashtra,Pandharpur,,,,10,651,28-Apr-14
Maharashtra,Jalgaon,,,,1,400,28-Apr-14
Maharashtra,Jalgaon,,,,1.5,400,29-Apr-14
Maharashtra,Nagpur,,,,8.7,500,29-Apr-14
Maharashtra,Solapur,,,,4.6,700,29-Apr-14
Maharashtra,Nagpur,,,,23.5,500,30-Apr-14
Maharashtra,Nagpur,,,,12.4,500,02-May-14
Maharashtra,Solapur,,,,11.6,800,02-May-14
Maharashtra,Pandharpur,,,,30,600,03-May-14
Maharashtra,Solapur,,,,8.7,700,03-May-14
Maharashtra,Jalgaon,,,,1.2,400,03-May-14
Maharashtra,Anajngaon,,,,6,950,05-May-14
Maharashtra,Nagpur,,,,6.8,500,05-May-14
Maharashtra,Pandharpur,,,,30,700,05-May-14
Maharashtra,Jalgaon,,,,0.7,450,05-May-14
Maharashtra,Nagpur,,,,14.9,500,06-May-14
Maharashtra,Solapur,,,,7.2,500,06-May-14
Maharashtra,Jalgaon,,,,0.8,400,06-May-14
Maharashtra,Pandharpur,,,,25,700,07-May-14
Maharashtra,Nagpur,,,,8.9,500,07-May-14
Maharashtra,Jalgaon,,,,0.7,450,08-May-14
Maharashtra,Pandharpur,,,,12,700,08-May-14
Maharashtra,Nagpur,,,,15.2,500,09-May-14
Maharashtra,Solapur,,,,8.5,500,09-May-14
Maharashtra,Pandharpur,,,,20,700,09-May-14
Maharashtra,Nagpur,,,,11.8,500,10-May-14
Maharashtra,Akluj,,,,31.7,750,10-May-14
Maharashtra,Pandharpur,,,,40,810,10-May-14
Maharashtra,Solapur,,,,7.7,500,10-May-14
Maharashtra,Anajngaon,,,,4.5,950,12-May-14
Maharashtra,Jalgaon,,,,1.5,375,12-May-14
Maharashtra,Solapur,,,,4,400,12-May-14
Maharashtra,Jalgaon,,,,1.7,350,13-May-14
Maharashtra,Karad,,,,3,1300,13-May-14
Maharashtra,Karad,,,,3,1200,14-May-14
Maharashtra,Akluj,,,,28.7,800,14-May-14
Maharashtra,Jalgaon,,,,1.4,450,15-May-14
Maharashtra,Solapur,,,,13.5,700,15-May-14
Maharashtra,Jalgaon,,,,1.3,325,16-May-14
Maharashtra,Solapur,,,,5.7,600,16-May-14
Maharashtra,Nagpur,,,,22.2,500,17-May-14
Maharashtra,Solapur,,,,3.8,800,17-May-14
Maharashtra,Solapur,,,,2.7,600,19-May-14
Maharashtra,Nagpur,,,,24.8,500,19-May-14
Maharashtra,Jalgaon,,,,1.5,425,20-May-14
Maharashtra,Nagpur,,,,19.8,500,20-May-14
Maharashtra,Jalgaon,,,,0.8,400,21-May-14
Maharashtra,Solapur,,,,5.2,800,21-May-14
Maharashtra,Akluj,,,,66.2,900,21-May-14
Maharashtra,Nagpur,,,,9.9,500,21-May-14
Maharashtra,Solapur,,,,6.4,1000,22-May-14
Maharashtra,Jalgaon,,,,1.3,425,23-May-14
Maharashtra,Nagpur,,,,19.9,500,23-May-14
Maharashtra,Pandharpur,,,,24,950,24-May-14
Maharashtra,Akluj,,,,66.2,750,24-May-14
Maharashtra,Solapur,,,,8.4,1000,24-May-14
Maharashtra,Jalgaon,,,,1.8,450,24-May-14
Maharashtra,Nagpur,,,,13.8,500,24-May-14
Maharashtra,Anajngaon,,,,7.5,600,26-May-14
Maharashtra,Nagpur,,,,16.5,500,26-May-14
Maharashtra,Solapur,,,,9.5,800,26-May-14
Maharashtra,Jalgaon,,,,0.8,500,27-May-14
Maharashtra,Nagpur,,,,9.9,500,27-May-14
Maharashtra,Solapur,,,,7.4,800,28-May-14
Maharashtra,Nagpur,,,,13.4,500,28-May-14
Maharashtra,Jalgaon,,,,0.8,425,29-May-14
Maharashtra,Solapur,,,,9.1,600,29-May-14
Maharashtra,Nagpur,,,,6.3,500,29-May-14
Maharashtra,Jalgaon,,,,0.7,400,30-May-14
Maharashtra,Solapur,,,,5.5,600,30-May-14
Maharashtra,Nagpur,,,,6.6,500,31-May-14
Maharashtra,Karad,,,,3,1100,31-May-14
Maharashtra,Solapur,,,,6.4,500,31-May-14
Maharashtra,Jalgaon,,,,0.4,525,02-Jun-14
Maharashtra,Anajngaon,,,,7.5,600,02-Jun-14
Maharashtra,Nagpur,,,,15.6,500,02-Jun-14
Maharashtra,Solapur,,,,6.7,500,02-Jun-14
Maharashtra,Karad,,,,3.9,1500,02-Jun-14
Maharashtra,Solapur,,,,1.8,500,03-Jun-14
Maharashtra,Nagpur,,,,11.9,500,03-Jun-14
Maharashtra,Karad,,,,5.1,1500,03-Jun-14
Maharashtra,Jalgaon,,,,1.5,250,04-Jun-14
Maharashtra,Nagpur,,,,15.1,500,04-Jun-14
Maharashtra,Nagpur,,,,8.1,500,05-Jun-14
Maharashtra,Solapur,,,,4.7,500,05-Jun-14
Maharashtra,Solapur,,,,7.7,500,06-Jun-14
Maharashtra,Jalgaon,,,,2,275,06-Jun-14
Maharashtra,Nagpur,,,,20,500,06-Jun-14
Maharashtra,Jalgaon,,,,1.6,300,07-Jun-14
Maharashtra,Nagpur,,,,16.5,500,07-Jun-14
Maharashtra,Solapur,,,,2.1,500,07-Jun-14
Maharashtra,Anajngaon,,,,6,600,09-Jun-14
Maharashtra,Karad,,,,0.6,1300,09-Jun-14
Maharashtra,Nagpur,,,,9.2,500,09-Jun-14
Maharashtra,Solapur,,,,0.9,500,09-Jun-14
Maharashtra,Jalgaon,,,,0.7,150,10-Jun-14
Maharashtra,Solapur,,,,10.4,400,10-Jun-14
Maharashtra,Nagpur,,,,12.2,500,10-Jun-14
Maharashtra,Pandharpur,,,,10,625,10-Jun-14
Maharashtra,Karad,,,,0.6,1300,10-Jun-14
Maharashtra,Nagpur,,,,12.6,500,11-Jun-14
Maharashtra,Karad,,,,0.3,1400,11-Jun-14
Maharashtra,Akluj,,,,56.2,550,11-Jun-14
Maharashtra,Jalgaon,,,,1.5,200,11-Jun-14
Maharashtra,Pandharpur,,,,15,600,11-Jun-14
Maharashtra,Nagpur,,,,17.1,500,12-Jun-14
Maharashtra,Jalgaon,,,,1,200,12-Jun-14
Maharashtra,Nagpur,,,,11.7,500,13-Jun-14
Maharashtra,Solapur,,,,8.8,600,13-Jun-14
Maharashtra,Jalgaon,,,,1.2,250,13-Jun-14
Maharashtra,Akluj,,,,42.7,700,14-Jun-14
Maharashtra,Karad,,,,4.2,1000,14-Jun-14
Maharashtra,Nagpur,,,,18.5,500,14-Jun-14
Maharashtra,Anajngaon,,,,3.6,850,16-Jun-14
Maharashtra,Nagpur,,,,25.4,500,16-Jun-14
Maharashtra,Solapur,,,,5.4,500,16-Jun-14
Maharashtra,Pandharpur,,,,15,900,16-Jun-14
Maharashtra,Jalgaon,,,,3.5,250,17-Jun-14
Maharashtra,Nagpur,,,,29,500,17-Jun-14
Maharashtra,Pandharpur,,,,10,850,17-Jun-14
Maharashtra,Solapur,,,,4.7,600,18-Jun-14
Maharashtra,Nagpur,,,,18.4,500,18-Jun-14
Maharashtra,Pandharpur,,,,25,1100,18-Jun-14
Maharashtra,Jalgaon,,,,1.7,250,18-Jun-14
Maharashtra,Akluj,,,,55.4,900,18-Jun-14
Maharashtra,Jalgaon,,,,2,250,19-Jun-14
Maharashtra,Nagpur,,,,8.4,500,19-Jun-14
Maharashtra,Solapur,,,,8,500,19-Jun-14
Maharashtra,Nagpur,,,,39.1,500,20-Jun-14
Maharashtra,Jalgaon,,,,1.3,300,20-Jun-14
Maharashtra,Pandharpur,,,,10,950,20-Jun-14
Maharashtra,Jalgaon,,,,1.2,300,21-Jun-14
Maharashtra,Pandharpur,,,,6,1025,21-Jun-14
Maharashtra,Nagpur,,,,16.7,500,21-Jun-14
Maharashtra,Akluj,,,,44.2,750,21-Jun-14
Maharashtra,Anajngaon,,,,4.5,850,23-Jun-14
Maharashtra,Nagpur,,,,13,500,23-Jun-14
Maharashtra,Karad,,,,3,1400,23-Jun-14
Maharashtra,Solapur,,,,15,600,23-Jun-14
Maharashtra,Pandharpur,,,,15,900,23-Jun-14
Maharashtra,Jalgaon,,,,0.8,300,23-Jun-14
Maharashtra,Solapur,,,,8.2,500,24-Jun-14
Maharashtra,Nagpur,,,,22.9,500,24-Jun-14
Maharashtra,Jalgaon,,,,0.8,300,25-Jun-14
Maharashtra,Karad,,,,3,1250,25-Jun-14
Maharashtra,Akluj,,,,26.7,1000,25-Jun-14
Maharashtra,Pandharpur,,,,10,1000,25-Jun-14
Maharashtra,Nagpur,,,,5.3,500,25-Jun-14
Maharashtra,Jalgaon,,,,1.2,325,26-Jun-14
Maharashtra,Nagpur,,,,9.7,500,26-Jun-14
Maharashtra,Pandharpur,,,,7,1050,26-Jun-14
Maharashtra,Pandharpur,,,,10,1001,27-Jun-14
Maharashtra,Nagpur,,,,10.4,500,27-Jun-14
Maharashtra,Jalana,,,,2.5,385,28-Jun-14
Maharashtra,Pandharpur,,,,10,962,28-Jun-14
Maharashtra,Nagpur,,,,18,500,28-Jun-14
Maharashtra,Akluj,,,,20.2,1200,28-Jun-14
Maharashtra,Anajngaon,,,,10.5,800,30-Jun-14
Maharashtra,Pandharpur,,,,15,1050,30-Jun-14
Maharashtra,Nagpur,,,,13.1,500,30-Jun-14
Maharashtra,Karad,,,,3.6,1400,30-Jun-14
Maharashtra,Nagpur,,,,24.3,500,01-Jul-14
Maharashtra,Solapur,,,,4.8,900,01-Jul-14
Maharashtra,Pandharpur,,,,10,1058,01-Jul-14
Maharashtra,Jalgaon,,,,1.5,300,01-Jul-14
Maharashtra,Chandrapur,,,,8,1250,02-Jul-14
Maharashtra,Chattrapati Sambhajinagar,,,,1.9,580,02-Jul-14
Maharashtra,Akluj,,,,46.1,1050,02-Jul-14
Maharashtra,Solapur,,,,6.6,500,02-Jul-14
Maharashtra,Karad,,,,3,1350,02-Jul-14
Maharashtra,Nagpur,,,,8.7,500,02-Jul-14
Maharashtra,Chandrapur,,,,8.1,1200,03-Jul-14
Maharashtra,Jalgaon,,,,0.5,300,03-Jul-14
Maharashtra,Nagpur,,,,12.4,500,03-Jul-14
Maharashtra,Pandharpur,,,,50,1000,03-Jul-14
Maharashtra,Solapur,,,,8.5,800,03-Jul-14
Maharashtra,Chandrapur,,,,12,1200,04-Jul-14
Maharashtra,Solapur,,,,7.9,600,04-Jul-14
Maharashtra,Jalgaon,,,,0.7,300,05-Jul-14
Maharashtra,Chandrapur,,,,10,1150,05-Jul-14
Maharashtra,Akluj,,,,17.5,1100,05-Jul-14
Maharashtra,Nagpur,,,,13.8,500,05-Jul-14
Maharashtra,Solapur,,,,14,600,05-Jul-14
Maharashtra,Pandharpur,,,,7,1000,05-Jul-14
Maharashtra,Chandrapur,,,,5.4,1200,06-Jul-14
Maharashtra,Anajngaon,,,,12,800,07-Jul-14
Maharashtra,Chandrapur,,,,7,1200,07-Jul-14
Maharashtra,Solapur,,,,8.7,800,07-Jul-14
Maharashtra,Nagpur,,,,12.3,500,07-Jul-14
Maharashtra,Chandrapur,,,,7,1200,08-Jul-14
Maharashtra,Jalgaon,,,,0.8,350,08-Jul-14
Maharashtra,Nagpur,,,,19.3,500,08-Jul-14
Maharashtra,Karad,,,,4.8,1600,08-Jul-14
