State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price(Rs./Quintal),Reported Date
Maharashtra,Nagpur,,,,19,525,05-Jul-16
Maharashtra,Chandrapur,,,,21,900,05-Jul-16
Maharashtra,Pandharpur,,,,14,1391,05-Jul-16
Maharashtra,Nashik(Devlali),,,,5,950,05-Jul-16
Maharashtra,Ulhasnagar,,,,20,600,05-Jul-16
Maharashtra,Chandrapur,,,,18,1000,06-Jul-16
Maharashtra,Nashik(Devlali),,,,6,900,06-Jul-16
Maharashtra,Yawal,,,,330,830,06-Jul-16
Maharashtra,Chandrapur,,,,18,1000,07-Jul-16
Maharashtra,Ulhasnagar,,,,21,600,07-Jul-16
Maharashtra,Nagpur,,,,12,525,07-Jul-16
Maharashtra,Yawal,,,,173,870,07-Jul-16
Maharashtra,Karad,,,,3,1200,07-Jul-16
Maharashtra,Pandharpur,,,,10,1395,07-Jul-16
Maharashtra,Chandrapur,,,,23,1300,08-Jul-16
Maharashtra,Jalgaon,,,,1,250,08-Jul-16
Maharashtra,Yawal,,,,165,870,08-Jul-16
Maharashtra,Solapur,,,,6,1000,08-Jul-16
Maharashtra,Ulhasnagar,,,,22,500,08-Jul-16
Maharashtra,Jalgaon,,,,1,300,09-Jul-16
Maharashtra,Chandrapur,,,,16,1300,09-Jul-16
Maharashtra,Nashik(Devlali),,,,6,900,09-Jul-16
Maharashtra,Ulhasnagar,,,,20,500,09-Jul-16
Maharashtra,Kolhapur,,,,1,1225,09-Jul-16
Maharashtra,Yawal,,,,488,900,09-Jul-16
Maharashtra,Nagpur,,,,9,525,09-Jul-16
Maharashtra,Karad,,,,5,1000,09-Jul-16
Maharashtra,Solapur,,,,7,1100,09-Jul-16
Maharashtra,Yawal,,,,135,970,10-Jul-16
Maharashtra,Karad,,,,3,1000,10-Jul-16
Maharashtra,Chandrapur,,,,16,3000,11-Jul-16
Maharashtra,Nagpur,,,,9,525,11-Jul-16
Maharashtra,Yawal,,,,375,970,11-Jul-16
Maharashtra,Ulhasnagar,,,,17,500,11-Jul-16
Maharashtra,Chandrapur,,,,16,3000,12-Jul-16
Maharashtra,Ulhasnagar,,,,18,500,12-Jul-16
Maharashtra,Yawal,,,,285,970,12-Jul-16
Maharashtra,Yawal,,,,255,970,13-Jul-16
Maharashtra,Chandrapur,,,,9,3000,13-Jul-16
Maharashtra,Ulhasnagar,,,,20,600,13-Jul-16
Maharashtra,Yawal,,,,203,920,14-Jul-16
Maharashtra,Solapur,,,,6,600,14-Jul-16
Maharashtra,Chandrapur,,,,19,3000,14-Jul-16
Maharashtra,Karad,,,,2,1200,14-Jul-16
Maharashtra,Ulhasnagar,,,,17,600,14-Jul-16
Maharashtra,Chandrapur,,,,8,3000,15-Jul-16
Maharashtra,Yawal,,,,203,870,15-Jul-16
Maharashtra,Nagpur,,,,7,525,15-Jul-16
Maharashtra,Ulhasnagar,,,,17,600,15-Jul-16
Maharashtra,Jalgaon,,,,1,300,15-Jul-16
Maharashtra,Nagpur,,,,12,525,16-Jul-16
Maharashtra,Ulhasnagar,,,,20,600,16-Jul-16
Maharashtra,Yawal,,,,555,870,16-Jul-16
Maharashtra,Karad,,,,3,1200,16-Jul-16
Maharashtra,Yawal,,,,315,855,17-Jul-16
Maharashtra,Karad,,,,4,1200,17-Jul-16
Maharashtra,Chandrapur,,,,5,1500,18-Jul-16
Maharashtra,Anajngaon,,,,2,1000,18-Jul-16
Maharashtra,Yawal,,,,285,855,18-Jul-16
Maharashtra,Nagpur,,,,9,525,18-Jul-16
Maharashtra,Solapur,,,,6,1000,18-Jul-16
Maharashtra,Jalgaon,,,,1,300,18-Jul-16
Maharashtra,Ulhasnagar,,,,17,600,18-Jul-16
Maharashtra,Pandharpur,,,,22,1000,18-Jul-16
Maharashtra,Karad,,,,3,1200,18-Jul-16
Maharashtra,Chandrapur,,,,23,1500,19-Jul-16
Maharashtra,Jalgaon,,,,1,300,19-Jul-16
Maharashtra,Yawal,,,,495,855,19-Jul-16
Maharashtra,Kolhapur,,,,1,1000,19-Jul-16
Maharashtra,Solapur,,,,9,1000,19-Jul-16
Maharashtra,Ulhasnagar,,,,22,600,19-Jul-16
Maharashtra,Pandharpur,,,,25,1011,19-Jul-16
Maharashtra,Karad,,,,2,1200,19-Jul-16
Maharashtra,Nagpur,,,,11,525,19-Jul-16
Maharashtra,Chandrapur,,,,20,1500,20-Jul-16
Maharashtra,Nagpur,,,,28,525,20-Jul-16
Maharashtra,Kolhapur,,,,1,1200,20-Jul-16
Maharashtra,Yawal,,,,345,850,20-Jul-16
Maharashtra,Pandharpur,,,,15,800,20-Jul-16
Maharashtra,Jalgaon,,,,1,280,20-Jul-16
Maharashtra,Solapur,,,,7,1000,20-Jul-16
Maharashtra,Karad,,,,3,1200,20-Jul-16
Maharashtra,Ulhasnagar,,,,20,600,20-Jul-16
Maharashtra,Chandrapur,,,,22,1000,21-Jul-16
Maharashtra,Yawal,,,,480,875,21-Jul-16
Maharashtra,Pandharpur,,,,6,940,21-Jul-16
Maharashtra,Karad,,,,5,1200,21-Jul-16
Maharashtra,Jalgaon,,,,1,250,21-Jul-16
Maharashtra,Nagpur,,,,6,525,21-Jul-16
Maharashtra,Kolhapur,,,,1,1100,21-Jul-16
Maharashtra,Chandrapur,,,,15,1000,22-Jul-16
Maharashtra,Jalgaon,,,,1,250,22-Jul-16
Maharashtra,Yawal,,,,375,900,22-Jul-16
Maharashtra,Nagpur,,,,15,525,22-Jul-16
Maharashtra,Ulhasnagar,,,,16,600,22-Jul-16
Maharashtra,Kolhapur,,,,2,1200,23-Jul-16
Maharashtra,Jalgaon,,,,1,300,23-Jul-16
Maharashtra,Solapur,,,,9,1000,23-Jul-16
Maharashtra,Nagpur,,,,20,525,23-Jul-16
Maharashtra,Karad,,,,4,1200,23-Jul-16
Maharashtra,Yawal,,,,225,925,23-Jul-16
Maharashtra,Ulhasnagar,,,,19,600,23-Jul-16
Maharashtra,Chandrapur,,,,19,1000,23-Jul-16
Maharashtra,Karad,,,,5,1300,24-Jul-16
Maharashtra,Yawal,,,,338,950,24-Jul-16
Maharashtra,Anajngaon,,,,2,1000,25-Jul-16
Maharashtra,Chandrapur,,,,22,1500,25-Jul-16
Maharashtra,Jalgaon,,,,1,250,25-Jul-16
Maharashtra,Yawal,,,,120,950,25-Jul-16
Maharashtra,Kolhapur,,,,1,1200,25-Jul-16
Maharashtra,Nagpur,,,,19,525,25-Jul-16
Maharashtra,Ulhasnagar,,,,20,600,25-Jul-16
Maharashtra,Pandharpur,,,,7,953,25-Jul-16
Maharashtra,Karad,,,,4,1300,25-Jul-16
Maharashtra,Solapur,,,,8,1100,25-Jul-16
Maharashtra,Yawal,,,,293,975,26-Jul-16
Maharashtra,Jalgaon,,,,2,250,26-Jul-16
Maharashtra,Pandharpur,,,,3,1350,26-Jul-16
Maharashtra,Ulhasnagar,,,,14,600,26-Jul-16
Maharashtra,Nagpur,,,,16,525,26-Jul-16
Maharashtra,Karad,,,,5,1300,26-Jul-16
Maharashtra,Yawal,,,,270,970,27-Jul-16
Maharashtra,Jalgaon,,,,2,250,27-Jul-16
Maharashtra,Kolhapur,,,,2,1150,27-Jul-16
Maharashtra,Pandharpur,,,,6,1180,27-Jul-16
Maharashtra,Nagpur,,,,14,525,27-Jul-16
Maharashtra,Karad,,,,3,1300,27-Jul-16
Maharashtra,Solapur,,,,5,1000,27-Jul-16
Maharashtra,Ulhasnagar,,,,16,450,27-Jul-16
Maharashtra,Chandrapur,,,,11,1200,28-Jul-16
Maharashtra,Jalgaon,,,,1,300,28-Jul-16
Maharashtra,Solapur,,,,6,1200,28-Jul-16
Maharashtra,Pandharpur,,,,4,1228,28-Jul-16
Maharashtra,Ulhasnagar,,,,16,600,28-Jul-16
Maharashtra,Karad,,,,5,1200,28-Jul-16
Maharashtra,Nagpur,,,,7,525,28-Jul-16
Maharashtra,Yawal,,,,165,990,28-Jul-16
Maharashtra,Chandrapur,,,,10,1200,29-Jul-16
Maharashtra,Solapur,,,,6,1200,29-Jul-16
Maharashtra,Jalgaon,,,,2,250,29-Jul-16
Maharashtra,Yawal,,,,218,990,29-Jul-16
Maharashtra,Pandharpur,,,,5,1307,29-Jul-16
Maharashtra,Ulhasnagar,,,,15,600,29-Jul-16
Maharashtra,Chandrapur,,,,13,1300,30-Jul-16
Maharashtra,Jalgaon,,,,2,250,30-Jul-16
Maharashtra,Yawal,,,,248,950,30-Jul-16
Maharashtra,Karad,,,,2,1300,30-Jul-16
Maharashtra,Ulhasnagar,,,,16,600,30-Jul-16
Maharashtra,Nagpur,,,,19,525,30-Jul-16
Maharashtra,Solapur,,,,7,1100,30-Jul-16
Maharashtra,Yawal,,,,195,950,31-Jul-16
Maharashtra,Karad,,,,3,1200,31-Jul-16
Maharashtra,Anajngaon,,,,2,1000,01-Aug-16
Maharashtra,Yawal,,,,300,950,01-Aug-16
Maharashtra,Jalgaon,,,,2,250,01-Aug-16
Maharashtra,Nagpur,,,,13,525,01-Aug-16
Maharashtra,Karad,,,,2,1200,01-Aug-16
Maharashtra,Solapur,,,,8,1200,01-Aug-16
Maharashtra,Chandrapur,,,,14,1500,01-Aug-16
Maharashtra,Ulhasnagar,,,,15,600,01-Aug-16
Maharashtra,Pandharpur,,,,20,1377,01-Aug-16
Maharashtra,Jalgaon,,,,1,250,02-Aug-16
Maharashtra,Chandrapur,,,,18,1500,02-Aug-16
Maharashtra,Karad,,,,3,1300,02-Aug-16
Maharashtra,Pandharpur,,,,20,400,02-Aug-16
Maharashtra,Nagpur,,,,15,525,02-Aug-16
Maharashtra,Yawal,,,,240,950,02-Aug-16
Maharashtra,Ulhasnagar,,,,15,400,02-Aug-16
Maharashtra,Solapur,,,,6,1000,02-Aug-16
Maharashtra,Chandrapur,,,,17,1500,03-Aug-16
Maharashtra,Jalgaon,,,,1,250,03-Aug-16
Maharashtra,Ulhasnagar,,,,14,600,03-Aug-16
Maharashtra,Karad,,,,2,1300,03-Aug-16
Maharashtra,Nagpur,,,,14,525,03-Aug-16
Maharashtra,Yawal,,,,323,950,03-Aug-16
Maharashtra,Pandharpur,,,,15,1200,03-Aug-16
Maharashtra,Kolhapur,,,,2,1250,03-Aug-16
Maharashtra,Chandrapur,,,,19,1000,04-Aug-16
Maharashtra,Jalgaon,,,,1,250,04-Aug-16
Maharashtra,Yawal,,,,210,975,04-Aug-16
Maharashtra,Karad,,,,3,1200,04-Aug-16
Maharashtra,Kolhapur,,,,1,1200,04-Aug-16
Maharashtra,Solapur,,,,5,1200,04-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,04-Aug-16
Maharashtra,Nagpur,,,,11,525,04-Aug-16
Maharashtra,Pandharpur,,,,5,1201,04-Aug-16
Maharashtra,Chandrapur,,,,19,1000,05-Aug-16
Maharashtra,Nagpur,,,,15,525,05-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,05-Aug-16
Maharashtra,Pandharpur,,,,3,1315,05-Aug-16
Maharashtra,Solapur,,,,8,1200,05-Aug-16
Maharashtra,Jalgaon,,,,2,300,06-Aug-16
Maharashtra,Yawal,,,,563,950,06-Aug-16
Maharashtra,Kolhapur,,,,3,1275,06-Aug-16
Maharashtra,Nagpur,,,,23,525,06-Aug-16
Maharashtra,Pandharpur,,,,30,1000,06-Aug-16
Maharashtra,Karad,,,,2,1200,06-Aug-16
Maharashtra,Chandrapur,,,,18,1000,06-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,06-Aug-16
Maharashtra,Nasik,,,,7,950,06-Aug-16
Maharashtra,Akluj,,,,43,1200,06-Aug-16
Maharashtra,Karad,,,,3,1300,07-Aug-16
Maharashtra,Kolhapur,,,,1,1170,07-Aug-16
Maharashtra,Anajngaon,,,,4,1100,08-Aug-16
Maharashtra,Chandrapur,,,,9,1700,08-Aug-16
Maharashtra,Yawal,,,,218,925,08-Aug-16
Maharashtra,Jalgaon,,,,2,250,08-Aug-16
Maharashtra,Karad,,,,2,1200,08-Aug-16
Maharashtra,Kolhapur,,,,2,1275,08-Aug-16
Maharashtra,Solapur,,,,8,1120,08-Aug-16
Maharashtra,Pandharpur,,,,20,1202,08-Aug-16
Maharashtra,Nagpur,,,,12,525,08-Aug-16
Maharashtra,Ulhasnagar,,,,13,600,08-Aug-16
Maharashtra,Chandrapur,,,,17,1700,09-Aug-16
Maharashtra,Nagpur,,,,13,525,09-Aug-16
Maharashtra,Solapur,,,,6,1100,09-Aug-16
Maharashtra,Yawal,,,,420,925,09-Aug-16
Maharashtra,Karad,,,,5,1200,09-Aug-16
Maharashtra,Jalgaon,,,,1,250,09-Aug-16
Maharashtra,Kolhapur,,,,1,1250,09-Aug-16
Maharashtra,Nasik,,,,2,900,09-Aug-16
Maharashtra,Pandharpur,,,,10,1401,09-Aug-16
Maharashtra,Ulhasnagar,,,,15,500,09-Aug-16
Maharashtra,Chandrapur,,,,19,1700,10-Aug-16
Maharashtra,Kolhapur,,,,1,1275,10-Aug-16
Maharashtra,Jalgaon,,,,2,250,10-Aug-16
Maharashtra,Nagpur,,,,13,525,10-Aug-16
Maharashtra,Yawal,,,,443,975,10-Aug-16
Maharashtra,Karad,,,,3,1300,10-Aug-16
Maharashtra,Pandharpur,,,,20,1350,10-Aug-16
Maharashtra,Akluj,,,,45,1255,10-Aug-16
Maharashtra,Ulhasnagar,,,,16,500,10-Aug-16
Maharashtra,Chandrapur,,,,16,1700,11-Aug-16
Maharashtra,Kolhapur,,,,1,1250,11-Aug-16
Maharashtra,Karad,,,,5,1200,11-Aug-16
Maharashtra,Jalgaon,,,,1,250,11-Aug-16
Maharashtra,Pandharpur,,,,10,1201,11-Aug-16
Maharashtra,Nagpur,,,,7,525,11-Aug-16
Maharashtra,Solapur,,,,6,1100,11-Aug-16
Maharashtra,Yawal,,,,338,975,11-Aug-16
Maharashtra,Jalgaon,,,,1,250,12-Aug-16
Maharashtra,Yawal,,,,315,975,12-Aug-16
Maharashtra,Nagpur,,,,17,525,12-Aug-16
Maharashtra,Chandrapur,,,,21,1700,12-Aug-16
Maharashtra,Nasik,,,,10,900,12-Aug-16
Maharashtra,Pandharpur,,,,20,905,12-Aug-16
Maharashtra,Ulhasnagar,,,,18,600,12-Aug-16
Maharashtra,Jalgaon,,,,2,250,13-Aug-16
Maharashtra,Yawal,,,,263,975,13-Aug-16
Maharashtra,Nasik,,,,17,900,13-Aug-16
Maharashtra,Kolhapur,,,,2,1250,13-Aug-16
Maharashtra,Nagpur,,,,19,525,13-Aug-16
Maharashtra,Solapur,,,,6,1100,13-Aug-16
Maharashtra,Karad,,,,4,1200,13-Aug-16
Maharashtra,Yawal,,,,285,1000,14-Aug-16
Maharashtra,Karad,,,,5,1300,14-Aug-16
Maharashtra,Yawal,,,,120,1000,15-Aug-16
Maharashtra,Anajngaon,,,,7,1100,15-Aug-16
Maharashtra,Nasik,,,,10,900,15-Aug-16
Maharashtra,Chandrapur,,,,11,1400,16-Aug-16
Maharashtra,Jalgaon,,,,1,300,16-Aug-16
Maharashtra,Kolhapur,,,,2,1270,16-Aug-16
Maharashtra,Yawal,,,,165,1000,16-Aug-16
Maharashtra,Nagpur,,,,23,525,16-Aug-16
Maharashtra,Karad,,,,4,1300,16-Aug-16
Maharashtra,Pandharpur,,,,20,1060,16-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,16-Aug-16
Maharashtra,Chandrapur,,,,17,1600,17-Aug-16
Maharashtra,Yawal,,,,630,1000,17-Aug-16
Maharashtra,Nasik,,,,19,1650,17-Aug-16
Maharashtra,Kolhapur,,,,2,1250,17-Aug-16
Maharashtra,Jalgaon,,,,1,250,17-Aug-16
Maharashtra,Karad,,,,5,1300,17-Aug-16
Maharashtra,Solapur,,,,7,1200,17-Aug-16
Maharashtra,Chandrapur,,,,19,1250,18-Aug-16
Maharashtra,Yawal,,,,323,1000,18-Aug-16
Maharashtra,Nasik,,,,10,1650,18-Aug-16
Maharashtra,Solapur,,,,6,1200,18-Aug-16
Maharashtra,Ulhasnagar,,,,15,600,18-Aug-16
Maharashtra,Karad,,,,2,1300,18-Aug-16
Maharashtra,Nagpur,,,,23,525,18-Aug-16
Maharashtra,Chandrapur,,,,21,1400,19-Aug-16
Maharashtra,Jalgaon,,,,1,325,19-Aug-16
Maharashtra,Pandharpur,,,,20,1300,19-Aug-16
Maharashtra,Yawal,,,,248,1025,19-Aug-16
Maharashtra,Chandrapur,,,,20,1200,20-Aug-16
Maharashtra,Jalgaon,,,,1,250,20-Aug-16
Maharashtra,Yawal,,,,323,1000,20-Aug-16
Maharashtra,Pandharpur,,,,25,1430,20-Aug-16
Maharashtra,Nasik,,,,7,1800,20-Aug-16
Maharashtra,Karad,,,,3,1300,20-Aug-16
Maharashtra,Nagpur,,,,17,525,20-Aug-16
Maharashtra,Ulhasnagar,,,,19,600,20-Aug-16
Maharashtra,Kolhapur,,,,2,1250,20-Aug-16
Maharashtra,Yawal,,,,383,975,21-Aug-16
Maharashtra,Karad,,,,4,1300,21-Aug-16
Maharashtra,Kolhapur,,,,1,1275,21-Aug-16
Maharashtra,Chandrapur,,,,21,1200,22-Aug-16
Maharashtra,Anajngaon,,,,5,1100,22-Aug-16
Maharashtra,Jalgaon,,,,1,250,22-Aug-16
Maharashtra,Karad,,,,3,1300,22-Aug-16
Maharashtra,Kolhapur,,,,2,1250,22-Aug-16
Maharashtra,Nagpur,,,,29,525,22-Aug-16
Maharashtra,Solapur,,,,8,1200,22-Aug-16
Maharashtra,Ulhasnagar,,,,19,600,22-Aug-16
Maharashtra,Yawal,,,,300,975,22-Aug-16
Maharashtra,Pandharpur,,,,15,1400,22-Aug-16
Maharashtra,Chandrapur,,,,9,1100,23-Aug-16
Maharashtra,Jalgaon,,,,1,275,23-Aug-16
Maharashtra,Nagpur,,,,20,525,23-Aug-16
Maharashtra,Nasik,,,,4,1750,23-Aug-16
Maharashtra,Karad,,,,2,1300,23-Aug-16
Maharashtra,Pandharpur,,,,30,1525,23-Aug-16
Maharashtra,Kolhapur,,,,1,1250,23-Aug-16
Maharashtra,Ulhasnagar,,,,18,600,23-Aug-16
Maharashtra,Yawal,,,,259,975,23-Aug-16
Maharashtra,Kolhapur,,,,2,1250,24-Aug-16
Maharashtra,Yawal,,,,203,950,24-Aug-16
Maharashtra,Karad,,,,3,1300,24-Aug-16
Maharashtra,Akluj,,,,23,1370,24-Aug-16
Maharashtra,Pandharpur,,,,25,1350,24-Aug-16
Maharashtra,Solapur,,,,4,1200,24-Aug-16
Maharashtra,Ulhasnagar,,,,17,600,24-Aug-16
Maharashtra,Nagpur,,,,26,525,24-Aug-16
Maharashtra,Chandrapur,,,,18,1000,24-Aug-16
Maharashtra,Chandrapur,,,,18,1000,25-Aug-16
Maharashtra,Nasik,,,,5,1750,25-Aug-16
Maharashtra,Nagpur,,,,13,525,25-Aug-16
Maharashtra,Yawal,,,,165,950,25-Aug-16
Maharashtra,Karad,,,,4,1300,25-Aug-16
Maharashtra,Ulhasnagar,,,,14,600,25-Aug-16
Maharashtra,Solapur,,,,2,1300,25-Aug-16
Maharashtra,Pandharpur,,,,30,1150,25-Aug-16
Maharashtra,Kolhapur,,,,3,1250,25-Aug-16
Maharashtra,Chandrapur,,,,22,1000,26-Aug-16
Maharashtra,Yawal,,,,300,950,26-Aug-16
Maharashtra,Jalgaon,,,,1,250,26-Aug-16
Maharashtra,Nasik,,,,20,1750,26-Aug-16
Maharashtra,Nagpur,,,,12,525,26-Aug-16
Maharashtra,Pandharpur,,,,10,1010,26-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,26-Aug-16
Maharashtra,Solapur,,,,8,1200,26-Aug-16
Maharashtra,Chandrapur,,,,8,1000,27-Aug-16
Maharashtra,Yawal,,,,536,950,27-Aug-16
Maharashtra,Karad,,,,4,1200,27-Aug-16
Maharashtra,Nagpur,,,,20,525,27-Aug-16
Maharashtra,Kolhapur,,,,2,1250,27-Aug-16
Maharashtra,Jalgaon,,,,1,250,27-Aug-16
Maharashtra,Yawal,,,,300,925,28-Aug-16
Maharashtra,Kolhapur,,,,1,1250,28-Aug-16
Maharashtra,Karad,,,,5,1500,28-Aug-16
Maharashtra,Anajngaon,,,,8,1100,29-Aug-16
Maharashtra,Jalgaon,,,,1,250,29-Aug-16
Maharashtra,Yawal,,,,233,925,29-Aug-16
Maharashtra,Pandharpur,,,,10,1201,29-Aug-16
Maharashtra,Kolhapur,,,,2,1250,29-Aug-16
Maharashtra,Nasik,,,,21,1750,29-Aug-16
Maharashtra,Ulhasnagar,,,,16,600,29-Aug-16
Maharashtra,Chandrapur,,,,24,1200,29-Aug-16
Maharashtra,Nagpur,,,,6,525,29-Aug-16
Maharashtra,Karad,,,,3,1300,29-Aug-16
Maharashtra,Solapur,,,,12,1200,29-Aug-16
Maharashtra,Chandrapur,,,,12,1000,30-Aug-16
Maharashtra,Jalgaon,,,,1,225,30-Aug-16
Maharashtra,Karad,,,,2,1200,30-Aug-16
Maharashtra,Nagpur,,,,15,525,30-Aug-16
Maharashtra,Kolhapur,,,,1,1200,30-Aug-16
Maharashtra,Pandharpur,,,,10,1305,30-Aug-16
Maharashtra,Yawal,,,,195,925,30-Aug-16
Maharashtra,Ulhasnagar,,,,15,600,30-Aug-16
Maharashtra,Jalgaon,,,,1,250,31-Aug-16
Maharashtra,Nasik,,,,10,1950,31-Aug-16
Maharashtra,Ulhasnagar,,,,17,600,31-Aug-16
Maharashtra,Chandrapur,,,,20,1000,31-Aug-16
Maharashtra,Pandharpur,,,,10,1369,31-Aug-16
Maharashtra,Nagpur,,,,14,525,31-Aug-16
Maharashtra,Yawal,,,,390,925,31-Aug-16
Maharashtra,Karad,,,,3,1300,31-Aug-16
Maharashtra,Chandrapur,,,,14,900,01-Sep-16
Maharashtra,Yawal,,,,308,900,01-Sep-16
Maharashtra,Kolhapur,,,,1,1250,01-Sep-16
Maharashtra,Karad,,,,5,1200,01-Sep-16
Maharashtra,Pandharpur,,,,5,1530,01-Sep-16
Maharashtra,Chandrapur,,,,4,900,02-Sep-16
Maharashtra,Nagpur,,,,7,525,02-Sep-16
Maharashtra,Solapur,,,,9,1200,02-Sep-16
Maharashtra,Yawal,,,,120,900,02-Sep-16
Maharashtra,Ulhasnagar,,,,16,600,02-Sep-16
Maharashtra,Jalgaon,,,,2,300,03-Sep-16
Maharashtra,Akluj,,,,25,1320,03-Sep-16
Maharashtra,Nagpur,,,,17,525,03-Sep-16
Maharashtra,Karad,,,,4,1300,03-Sep-16
Maharashtra,Ulhasnagar,,,,15,602,03-Sep-16
Maharashtra,Solapur,,,,7,1100,03-Sep-16
Maharashtra,Pandharpur,,,,30,1200,03-Sep-16
Maharashtra,Chandrapur,,,,39,900,03-Sep-16
Maharashtra,Kolhapur,,,,2,1300,03-Sep-16
Maharashtra,Chandrapur,,,,40,1200,04-Sep-16
Maharashtra,Kolhapur,,,,2,1250,04-Sep-16
Maharashtra,Karad,,,,5,1300,04-Sep-16
Maharashtra,Anajngaon,,,,4,1100,05-Sep-16
Maharashtra,Chandrapur,,,,19,1200,05-Sep-16
Maharashtra,Kolhapur,,,,2,1225,05-Sep-16
Maharashtra,Nagpur,,,,40,525,05-Sep-16
Maharashtra,Nasik,,,,14,1950,05-Sep-16
Maharashtra,Chandrapur,,,,4,1200,06-Sep-16
Maharashtra,Nasik,,,,10,1550,06-Sep-16
Maharashtra,Pandharpur,,,,30,1150,06-Sep-16
Maharashtra,Indapur,,,,6,1050,06-Sep-16
Maharashtra,Karad,,,,4,1500,06-Sep-16
Maharashtra,Yawal,,,,420,860,06-Sep-16
Maharashtra,Jalgaon,,,,1,250,06-Sep-16
Maharashtra,Solapur,,,,15,925,06-Sep-16
Maharashtra,Chandrapur,,,,9,1200,07-Sep-16
Maharashtra,Jalgaon,,,,1,300,07-Sep-16
Maharashtra,Karad,,,,5,1500,07-Sep-16
Maharashtra,Kolhapur,,,,2,1250,07-Sep-16
Maharashtra,Pandharpur,,,,50,1150,07-Sep-16
Maharashtra,Solapur,,,,12,1000,07-Sep-16
Maharashtra,Ulhasnagar,,,,17,600,07-Sep-16
Maharashtra,Nagpur,,,,20,525,07-Sep-16
Maharashtra,Nasik,,,,8,1600,07-Sep-16
Maharashtra,Akluj,,,,41,950,07-Sep-16
Maharashtra,Yawal,,,,516,885,07-Sep-16
Maharashtra,Jalgaon,,,,1,250,08-Sep-16
Maharashtra,Yawal,,,,135,885,08-Sep-16
Maharashtra,Kolhapur,,,,2,1250,08-Sep-16
Maharashtra,Nagpur,,,,21,525,08-Sep-16
Maharashtra,Karad,,,,2,1500,08-Sep-16
Maharashtra,Solapur,,,,5,1000,08-Sep-16
Maharashtra,Chandrapur,,,,22,1200,08-Sep-16
Maharashtra,Ulhasnagar,,,,15,600,08-Sep-16
Maharashtra,Pandharpur,,,,10,1221,08-Sep-16
Maharashtra,Nasik,,,,7,1600,08-Sep-16
Maharashtra,Chandrapur,,,,12,1100,09-Sep-16
Maharashtra,Jalgaon,,,,2,250,09-Sep-16
Maharashtra,Yawal,,,,353,885,09-Sep-16
Maharashtra,Nasik,,,,17,1950,09-Sep-16
Maharashtra,Ulhasnagar,,,,15,600,09-Sep-16
Maharashtra,Nagpur,,,,13,525,09-Sep-16
Maharashtra,Pandharpur,,,,10,1202,09-Sep-16
Maharashtra,Jalgaon,,,,1,250,10-Sep-16
Maharashtra,Chandrapur,,,,16,1100,10-Sep-16
Maharashtra,Yawal,,,,398,900,10-Sep-16
Maharashtra,Nasik,,,,5,1850,10-Sep-16
Maharashtra,Kolhapur,,,,2,1250,10-Sep-16
Maharashtra,Mumbai- Fruit Market,,,,1,1200,10-Sep-16
Maharashtra,Karad,,,,3,1300,10-Sep-16
Maharashtra,Nagpur,,,,29,525,10-Sep-16
Maharashtra,Kolhapur,,,,1,1250,11-Sep-16
Maharashtra,Karad,,,,2,1300,11-Sep-16
Maharashtra,Chandrapur,,,,16,1200,12-Sep-16
Maharashtra,Anajngaon,,,,13,1100,12-Sep-16
Maharashtra,Yawal,,,,555,900,12-Sep-16
Maharashtra,Mumbai- Fruit Market,,,,2,1200,12-Sep-16
Maharashtra,Kolhapur,,,,2,1250,12-Sep-16
Maharashtra,Solapur,,,,6,1000,12-Sep-16
Maharashtra,Nagpur,,,,15,525,12-Sep-16
Maharashtra,Ulhasnagar,,,,15,600,12-Sep-16
Maharashtra,Nasik,,,,3,1950,12-Sep-16
Maharashtra,Jalgaon,,,,1,250,12-Sep-16
Maharashtra,Karad,,,,3,1300,12-Sep-16
Maharashtra,Chandrapur,,,,22,1100,13-Sep-16
Maharashtra,Yawal,,,,353,900,13-Sep-16
Maharashtra,Nasik,,,,6,1850,13-Sep-16
Maharashtra,Jalgaon,,,,1,250,13-Sep-16
Maharashtra,Nagpur,,,,19,525,13-Sep-16
Maharashtra,Chandrapur,,,,10,1200,14-Sep-16
Maharashtra,Mumbai- Fruit Market,,,,2,1100,14-Sep-16
Maharashtra,Kolhapur,,,,2,1275,14-Sep-16
Maharashtra,Yawal,,,,308,875,14-Sep-16
Maharashtra,Pandharpur,,,,10,1286,14-Sep-16
Maharashtra,Karad,,,,2,1300,14-Sep-16
Maharashtra,Ulhasnagar,,,,19,600,14-Sep-16
Maharashtra,Chandrapur,,,,18,1200,15-Sep-16
Maharashtra,Jalgaon,,,,1,300,15-Sep-16
Maharashtra,Yawal,,,,233,850,15-Sep-16
Maharashtra,Kolhapur,,,,1,1250,15-Sep-16
Maharashtra,Karad,,,,5,1200,15-Sep-16
Maharashtra,Nasik,,,,11,1950,15-Sep-16
Maharashtra,Chandrapur,,,,10,1200,16-Sep-16
Maharashtra,Jalgaon,,,,1,300,16-Sep-16
Maharashtra,Yawal,,,,218,850,16-Sep-16
