State,Market,Year,Month,Rainfall(mm),Arrivals (Tonnes),Modal Price(Rs./Quintal)
Maharashtra,Nagpur,2014,1,19.3,7.4,500
Maharashtra,Karad,2014,1,19.3,3,1250
Maharashtra,Jalgaon,2014,1,19.3,0.7,550
Maharashtra,Pandharpur,2014,1,19.3,4,1301
Maharashtra,Jalgaon,2014,1,19.3,0.7,600
Maharashtra,Nagpur,2014,1,19.3,10.9,500
Maharashtra,Nagpur,2014,1,19.3,12.4,500
Maharashtra,Solapur,2014,1,19.3,6,1000
Maharashtra,Nagpur,2014,1,19.3,7.1,500
Maharashtra,Solapur,2014,1,19.3,5.1,1000
Maharashtra,Pandharpur,2014,1,19.3,5,1240
Maharashtra,Anajngaon,2014,1,19.3,15,800
Maharashtra,Pandharpur,2014,1,19.3,8,1260
Maharashtra,Jalgaon,2014,1,19.3,0.6,700
Maharashtra,Nagpur,2014,1,19.3,9.1,500
Maharashtra,Jalgaon,2014,1,19.3,0.4,800
Maharashtra,Nagpur,2014,1,19.3,12.5,500
Maharashtra,Pandharpur,2014,1,19.3,10,1225
Maharashtra,Nagpur,2014,1,19.3,5.9,500
Maharashtra,Karad,2014,1,19.3,2.1,1150
Maharashtra,Solapur,2014,1,19.3,10.7,1000
Maharashtra,Nagpur,2014,1,19.3,9.6,500
Maharashtra,Pandharpur,2014,1,19.3,5,1286
Maharashtra,Solapur,2014,1,19.3,14.5,800
Maharashtra,Jalgaon,2014,1,19.3,0.8,600
Maharashtra,Pandharpur,2014,1,19.3,5,1260
Maharashtra,Solapur,2014,1,19.3,3.6,1000
Maharashtra,Karad,2014,1,19.3,5.1,1600
Maharashtra,Baramati,2014,1,19.3,13.5,1201
Maharashtra,Anajngaon,2014,1,19.3,16.5,950
Maharashtra,Jalgaon,2014,1,19.3,0.7,550
Maharashtra,Pandharpur,2014,1,19.3,6,1340
Maharashtra,Nagpur,2014,1,19.3,10.5,500
Maharashtra,Jalgaon,2014,1,19.3,0.5,700
Maharashtra,Nagpur,2014,1,19.3,8.7,500
Maharashtra,Ulhasnagar,2014,1,19.3,"2,400.00",3200
Maharashtra,Pandharpur,2014,1,19.3,8,1425
Maharashtra,Karad,2014,1,19.3,3,1600
Maharashtra,Solapur,2014,1,19.3,3.2,700
Maharashtra,Jalgaon,2014,1,19.3,0.5,650
Maharashtra,Pandharpur,2014,1,19.3,5,1300
Maharashtra,Nagpur,2014,1,19.3,5.2,500
Maharashtra,Jalgaon,2014,1,19.3,0.8,700
Maharashtra,Nagpur,2014,1,19.3,8.2,500
Maharashtra,Jalgaon,2014,1,19.3,1,600
Maharashtra,Pandharpur,2014,1,19.3,5,1271
Maharashtra,Kalyan,2014,1,19.3,0.3,925
Maharashtra,Nagpur,2014,1,19.3,4.8,500
Maharashtra,Anajngaon,2014,1,19.3,18,900
Maharashtra,Nagpur,2014,1,19.3,8,500
Maharashtra,Karad,2014,1,19.3,2.1,1200
Maharashtra,Solapur,2014,1,19.3,0.8,900
Maharashtra,Pandharpur,2014,1,19.3,50,1251
Maharashtra,Pandharpur,2014,1,19.3,6,1251
Maharashtra,Karad,2014,1,19.3,3,1200
Maharashtra,Nagpur,2014,1,19.3,13.1,500
Maharashtra,Jalgaon,2014,1,19.3,1.2,600
Maharashtra,Nagpur,2014,1,19.3,13,500
Maharashtra,Karad,2014,1,19.3,2.1,1300
Maharashtra,Jalgaon,2014,1,19.3,0.7,600
Maharashtra,Pandharpur,2014,1,19.3,11,1226
Maharashtra,Jalgaon,2014,1,19.3,0.5,600
Maharashtra,Nagpur,2014,1,19.3,8.7,500
Maharashtra,Karad,2014,1,19.3,5.1,1200
Maharashtra,Pandharpur,2014,1,19.3,5,1201
Maharashtra,Pandharpur,2014,1,19.3,12,1030
Maharashtra,Nagpur,2014,1,19.3,11.2,500
Maharashtra,Pandharpur,2014,1,19.3,5,1100
Maharashtra,Jalgaon,2014,1,19.3,1.2,650
Maharashtra,Solapur,2014,1,19.3,1.7,900
Maharashtra,Karad,2014,1,19.3,4.2,1200
Maharashtra,Anajngaon,2014,1,19.3,21,900
Maharashtra,Nagpur,2014,1,19.3,7.9,500
Maharashtra,Karad,2014,1,19.3,3,1150
Maharashtra,Pandharpur,2014,1,19.3,4,1200
Maharashtra,Jalgaon,2014,1,19.3,0.7,600
Maharashtra,Nagpur,2014,1,19.3,13,500
Maharashtra,Karad,2014,1,19.3,2.1,1200
Maharashtra,Pandharpur,2014,1,19.3,4,1321
Maharashtra,Nagpur,2014,1,19.3,5.8,500
Maharashtra,Karad,2014,1,19.3,3,1200
Maharashtra,Nagpur,2014,1,19.3,3.7,500
Maharashtra,Pandharpur,2014,1,19.3,8,1280
Maharashtra,Nagpur,2014,1,19.3,9,500
Maharashtra,Nagpur,2014,2,27.4,5.5,500
Maharashtra,Akluj,2014,2,27.4,32.4,1200
Maharashtra,Pandharpur,2014,2,27.4,10,1300
Maharashtra,Baramati,2014,2,27.4,6,1200
Maharashtra,Anajngaon,2014,2,27.4,15,900
Maharashtra,Nagpur,2014,2,27.4,4.8,500
Maharashtra,Jalgaon,2014,2,27.4,0.7,700
Maharashtra,Pandharpur,2014,2,27.4,10,1370
Maharashtra,Solapur,2014,2,27.4,3,1000
Maharashtra,Solapur,2014,2,27.4,3.3,1000
Maharashtra,Nagpur,2014,2,27.4,8.5,500
Maharashtra,Pandharpur,2014,2,27.4,25,1460
Maharashtra,Jalgaon,2014,2,27.4,0.5,600
Maharashtra,Pandharpur,2014,2,27.4,10,1441
Maharashtra,Nagpur,2014,2,27.4,6.2,500
Maharashtra,Akluj,2014,2,27.4,40.5,1250
Maharashtra,Pandharpur,2014,2,27.4,10,1300
Maharashtra,Nagpur,2014,2,27.4,5.8,500
Maharashtra,Karad,2014,2,27.4,3,1250
Maharashtra,Jalgaon,2014,2,27.4,1,750
Maharashtra,Nagpur,2014,2,27.4,2.6,500
Maharashtra,Pandharpur,2014,2,27.4,30,1300
Maharashtra,Pandharpur,2014,2,27.4,3,1300
Maharashtra,Jalgaon,2014,2,27.4,0.7,700
Maharashtra,Nagpur,2014,2,27.4,8.2,500
Maharashtra,Anajngaon,2014,2,27.4,12,875
Maharashtra,Jalgaon,2014,2,27.4,1,600
Maharashtra,Nagpur,2014,2,27.4,3.2,500
Maharashtra,Pandharpur,2014,2,27.4,4.5,1210
Maharashtra,Karad,2014,2,27.4,2.1,1100
Maharashtra,Solapur,2014,2,27.4,3,700
Maharashtra,Nagpur,2014,2,27.4,11.4,500
Maharashtra,Pandharpur,2014,2,27.4,4.5,1460
Maharashtra,Jalgaon,2014,2,27.4,0.8,700
Maharashtra,Karad,2014,2,27.4,3,1200
Maharashtra,Jalgaon,2014,2,27.4,0.5,700
Maharashtra,Nagpur,2014,2,27.4,1.6,500
Maharashtra,Solapur,2014,2,27.4,4.3,1000
Maharashtra,Pandharpur,2014,2,27.4,10,1390
Maharashtra,Pandharpur,2014,2,27.4,15,1414
Maharashtra,Nagpur,2014,2,27.4,34.6,500
Maharashtra,Nagpur,2014,2,27.4,34.6,500
Maharashtra,Pandharpur,2014,2,27.4,30,1370
Maharashtra,Solapur,2014,2,27.4,17,1000
Maharashtra,Nagpur,2014,2,27.4,5.6,500
Maharashtra,Anajngaon,2014,2,27.4,10.5,800
Maharashtra,Nagpur,2014,2,27.4,5.6,500
Maharashtra,Pandharpur,2014,2,27.4,5,1351
Maharashtra,Nagpur,2014,2,27.4,9.3,500
Maharashtra,Pandharpur,2014,2,27.4,6,1386
Maharashtra,Karad,2014,2,27.4,3,1200
Maharashtra,Solapur,2014,2,27.4,8,800
Maharashtra,Nagpur,2014,2,27.4,6.1,500
Maharashtra,Karad,2014,2,27.4,5.1,1250
Maharashtra,Solapur,2014,2,27.4,18,1300
Maharashtra,Pandharpur,2014,2,27.4,10,1470
Maharashtra,Nagpur,2014,2,27.4,5.8,500
Maharashtra,Pandharpur,2014,2,27.4,20,1370
Maharashtra,Jalgaon,2014,2,27.4,1.3,800
Maharashtra,Solapur,2014,2,27.4,9.3,1000
Maharashtra,Nagpur,2014,2,27.4,7.7,500
Maharashtra,Solapur,2014,2,27.4,3.9,1000
Maharashtra,Anajngaon,2014,2,27.4,12,800
Maharashtra,Nagpur,2014,2,27.4,8.1,500
Maharashtra,Karad,2014,2,27.4,0.9,1450
Maharashtra,Solapur,2014,2,27.4,5.5,1250
Maharashtra,Nagpur,2014,2,27.4,11,500
Maharashtra,Jalgaon,2014,2,27.4,0.5,300
Maharashtra,Solapur,2014,2,27.4,4,1000
Maharashtra,Nagpur,2014,2,27.4,20.6,500
Maharashtra,Jalgaon,2014,2,27.4,0.7,700
Maharashtra,Solapur,2014,2,27.4,4.1,1200
Maharashtra,Akluj,2014,3,36.1,22.4,1200
Maharashtra,Nagpur,2014,3,36.1,6.5,500
Maharashtra,Solapur,2014,3,36.1,2.8,1200
Maharashtra,Anajngaon,2014,3,36.1,12,1000
Maharashtra,Solapur,2014,3,36.1,6.1,1000
Maharashtra,Nagpur,2014,3,36.1,4.6,500
Maharashtra,Jalgaon,2014,3,36.1,1.7,900
Maharashtra,Nagpur,2014,3,36.1,3.6,500
Maharashtra,Solapur,2014,3,36.1,3.2,1200
Maharashtra,Akluj,2014,3,36.1,40.7,1200
Maharashtra,Nagpur,2014,3,36.1,5.3,500
Maharashtra,Solapur,2014,3,36.1,5.8,1300
Maharashtra,Jalgaon,2014,3,36.1,1.5,900
Maharashtra,Nagpur,2014,3,36.1,7.3,500
Maharashtra,Nagpur,2014,3,36.1,6,500
Maharashtra,Solapur,2014,3,36.1,3,1200
Maharashtra,Akluj,2014,3,36.1,35,1200
Maharashtra,Anajngaon,2014,3,36.1,9,1000
Maharashtra,Nagpur,2014,3,36.1,5.5,500
Maharashtra,Karad,2014,3,36.1,2.1,1250
Maharashtra,Nagpur,2014,3,36.1,7.9,500
Maharashtra,Solapur,2014,3,36.1,5.9,1200
Maharashtra,Karad,2014,3,36.1,3,1250
Maharashtra,Akluj,2014,3,36.1,38,1100
Maharashtra,Solapur,2014,3,36.1,1.1,900
Maharashtra,Nagpur,2014,3,36.1,5.2,500
Maharashtra,Nagpur,2014,3,36.1,6.2,500
Maharashtra,Jalgaon,2014,3,36.1,2.6,700
Maharashtra,Akluj,2014,3,36.1,40.5,850
Maharashtra,Nagpur,2014,3,36.1,11.2,500
Maharashtra,Karad,2014,3,36.1,4.5,1450
Maharashtra,Solapur,2014,3,36.1,3,1200
Maharashtra,Anajngaon,2014,3,36.1,6,1000
Maharashtra,Jalgaon,2014,3,36.1,1.3,600
Maharashtra,Solapur,2014,3,36.1,3.5,1200
Maharashtra,Karad,2014,3,36.1,3,1450
Maharashtra,Akluj,2014,3,36.1,27,1000
Maharashtra,Jalgaon,2014,3,36.1,1,550
Maharashtra,Nagpur,2014,3,36.1,5.6,500
Maharashtra,Nagpur,2014,3,36.1,9.3,500
Maharashtra,Nagpur,2014,3,36.1,11.3,500
Maharashtra,Karad,2014,3,36.1,3,1200
Maharashtra,Solapur,2014,3,36.1,5.5,1200
Maharashtra,Akluj,2014,3,36.1,35.8,1000
Maharashtra,Anajngaon,2014,3,36.1,6,1000
Maharashtra,Solapur,2014,3,36.1,4.9,1200
Maharashtra,Nagpur,2014,3,36.1,5.8,500
Maharashtra,Karad,2014,3,36.1,2.1,1200
Maharashtra,Nagpur,2014,3,36.1,8.3,500
Maharashtra,Jalgaon,2014,3,36.1,0.5,500
Maharashtra,Nagpur,2014,3,36.1,11.1,500
Maharashtra,Solapur,2014,3,36.1,3,1200
Maharashtra,Akluj,2014,3,36.1,36,900
Maharashtra,Jalgaon,2014,3,36.1,0.7,750
Maharashtra,Nagpur,2014,3,36.1,5.5,500
Maharashtra,Nagpur,2014,3,36.1,7.1,500
Maharashtra,Nagpur,2014,3,36.1,12.7,500
Maharashtra,Jalgaon,2014,3,36.1,1.8,600
Maharashtra,Solapur,2014,3,36.1,7,1000
Maharashtra,Jalgaon,2014,3,36.1,1.4,750
Maharashtra,Nagpur,2014,4,22.1,11.7,500
Maharashtra,Solapur,2014,4,22.1,13,1000
Maharashtra,Jalgaon,2014,4,22.1,1.2,700
Maharashtra,Pandharpur,2014,4,22.1,7,1100
Maharashtra,Solapur,2014,4,22.1,4.5,800
Maharashtra,Nagpur,2014,4,22.1,2.2,500
Maharashtra,Nagpur,2014,4,22.1,5.3,500
Maharashtra,Pandharpur,2014,4,22.1,4,1000
Maharashtra,Jalgaon,2014,4,22.1,0.5,700
Maharashtra,Solapur,2014,4,22.1,2.5,800
Maharashtra,Nagpur,2014,4,22.1,8.2,500
Maharashtra,Pandharpur,2014,4,22.1,30,1100
Maharashtra,Solapur,2014,4,22.1,5.2,1000
Maharashtra,Jalgaon,2014,4,22.1,1,600
Maharashtra,Karad,2014,4,22.1,4.5,1500
Maharashtra,Nagpur,2014,4,22.1,10.3,500
Maharashtra,Anajngaon,2014,4,22.1,7.5,1100
Maharashtra,Nagpur,2014,4,22.1,4.3,500
Maharashtra,Karad,2014,4,22.1,3,1350
Maharashtra,Solapur,2014,4,22.1,14.5,1000
Maharashtra,Nagpur,2014,4,22.1,22.3,500
Maharashtra,Solapur,2014,4,22.1,7.5,850
Maharashtra,Jalgaon,2014,4,22.1,0.7,725
Maharashtra,Solapur,2014,4,22.1,5.5,900
Maharashtra,Jalgaon,2014,4,22.1,0.7,700
Maharashtra,Nagpur,2014,4,22.1,13,500
Maharashtra,Solapur,2014,4,22.1,9,750
Maharashtra,Jalgaon,2014,4,22.1,1.3,800
Maharashtra,Solapur,2014,4,22.1,5.5,750
Maharashtra,Nagpur,2014,4,22.1,3.3,500
Maharashtra,Nagpur,2014,4,22.1,8.4,500
Maharashtra,Jalgaon,2014,4,22.1,1,450
Maharashtra,Nagpur,2014,4,22.1,6.8,500
Maharashtra,Solapur,2014,4,22.1,10.5,700
Maharashtra,Karad,2014,4,22.1,3,1500
Maharashtra,Jalgaon,2014,4,22.1,0.7,400
Maharashtra,Nagpur,2014,4,22.1,7.2,500
Maharashtra,Jalgaon,2014,4,22.1,1,450
Maharashtra,Nagpur,2014,4,22.1,16.1,500
Maharashtra,Solapur,2014,4,22.1,12.6,800
Maharashtra,Jalgaon,2014,4,22.1,1.3,500
Maharashtra,Solapur,2014,4,22.1,5,700
Maharashtra,Karad,2014,4,22.1,3,1450
Maharashtra,Jalgaon,2014,4,22.1,0.8,500
Maharashtra,Pandharpur,2014,4,22.1,15,610
Maharashtra,Solapur,2014,4,22.1,3.5,800
Maharashtra,Jalgaon,2014,4,22.1,0.7,500
Maharashtra,Pandharpur,2014,4,22.1,10,875
Maharashtra,Karad,2014,4,22.1,3,1250
Maharashtra,Jalgaon,2014,4,22.1,0.7,450
Maharashtra,Akluj,2014,4,22.1,58.7,800
Maharashtra,Pandharpur,2014,4,22.1,10,900
Maharashtra,Solapur,2014,4,22.1,6.3,800
Maharashtra,Solapur,2014,4,22.1,3.4,700
Maharashtra,Pandharpur,2014,4,22.1,15,700
Maharashtra,Nagpur,2014,4,22.1,7.8,500
Maharashtra,Solapur,2014,4,22.1,10.6,700
Maharashtra,Nagpur,2014,4,22.1,7.7,500
Maharashtra,Jalgaon,2014,4,22.1,2.5,400
Maharashtra,Karad,2014,4,22.1,3,1350
Maharashtra,Pandharpur,2014,4,22.1,8,620
Maharashtra,Nagpur,2014,4,22.1,14.9,500
Maharashtra,Anajngaon,2014,4,22.1,6,950
Maharashtra,Nagpur,2014,4,22.1,7.1,500
Maharashtra,Solapur,2014,4,22.1,7.1,600
Maharashtra,Pandharpur,2014,4,22.1,10,651
Maharashtra,Jalgaon,2014,4,22.1,1,400
Maharashtra,Jalgaon,2014,4,22.1,1.5,400
Maharashtra,Nagpur,2014,4,22.1,8.7,500
Maharashtra,Solapur,2014,4,22.1,4.6,700
Maharashtra,Nagpur,2014,4,22.1,23.5,500
Maharashtra,Nagpur,2014,5,72.9,12.4,500
Maharashtra,Solapur,2014,5,72.9,11.6,800
Maharashtra,Pandharpur,2014,5,72.9,30,600
Maharashtra,Solapur,2014,5,72.9,8.7,700
Maharashtra,Jalgaon,2014,5,72.9,1.2,400
Maharashtra,Anajngaon,2014,5,72.9,6,950
Maharashtra,Nagpur,2014,5,72.9,6.8,500
Maharashtra,Pandharpur,2014,5,72.9,30,700
Maharashtra,Jalgaon,2014,5,72.9,0.7,450
Maharashtra,Nagpur,2014,5,72.9,14.9,500
Maharashtra,Solapur,2014,5,72.9,7.2,500
Maharashtra,Jalgaon,2014,5,72.9,0.8,400
Maharashtra,Pandharpur,2014,5,72.9,25,700
Maharashtra,Nagpur,2014,5,72.9,8.9,500
Maharashtra,Jalgaon,2014,5,72.9,0.7,450
Maharashtra,Pandharpur,2014,5,72.9,12,700
Maharashtra,Nagpur,2014,5,72.9,15.2,500
Maharashtra,Solapur,2014,5,72.9,8.5,500
Maharashtra,Pandharpur,2014,5,72.9,20,700
Maharashtra,Nagpur,2014,5,72.9,11.8,500
Maharashtra,Akluj,2014,5,72.9,31.7,750
Maharashtra,Pandharpur,2014,5,72.9,40,810
Maharashtra,Solapur,2014,5,72.9,7.7,500
Maharashtra,Anajngaon,2014,5,72.9,4.5,950
Maharashtra,Jalgaon,2014,5,72.9,1.5,375
Maharashtra,Solapur,2014,5,72.9,4,400
Maharashtra,Jalgaon,2014,5,72.9,1.7,350
Maharashtra,Karad,2014,5,72.9,3,1300
Maharashtra,Karad,2014,5,72.9,3,1200
Maharashtra,Akluj,2014,5,72.9,28.7,800
Maharashtra,Jalgaon,2014,5,72.9,1.4,450
Maharashtra,Solapur,2014,5,72.9,13.5,700
Maharashtra,Jalgaon,2014,5,72.9,1.3,325
Maharashtra,Solapur,2014,5,72.9,5.7,600
Maharashtra,Nagpur,2014,5,72.9,22.2,500
Maharashtra,Solapur,2014,5,72.9,3.8,800
Maharashtra,Solapur,2014,5,72.9,2.7,600
Maharashtra,Nagpur,2014,5,72.9,24.8,500
Maharashtra,Jalgaon,2014,5,72.9,1.5,425
Maharashtra,Nagpur,2014,5,72.9,19.8,500
Maharashtra,Jalgaon,2014,5,72.9,0.8,400
Maharashtra,Solapur,2014,5,72.9,5.2,800
Maharashtra,Akluj,2014,5,72.9,66.2,900
Maharashtra,Nagpur,2014,5,72.9,9.9,500
Maharashtra,Solapur,2014,5,72.9,6.4,1000
Maharashtra,Jalgaon,2014,5,72.9,1.3,425
Maharashtra,Nagpur,2014,5,72.9,19.9,500
Maharashtra,Pandharpur,2014,5,72.9,24,950
Maharashtra,Akluj,2014,5,72.9,66.2,750
Maharashtra,Solapur,2014,5,72.9,8.4,1000
Maharashtra,Jalgaon,2014,5,72.9,1.8,450
Maharashtra,Nagpur,2014,5,72.9,13.8,500
Maharashtra,Anajngaon,2014,5,72.9,7.5,600
Maharashtra,Nagpur,2014,5,72.9,16.5,500
Maharashtra,Solapur,2014,5,72.9,9.5,800
Maharashtra,Jalgaon,2014,5,72.9,0.8,500
Maharashtra,Nagpur,2014,5,72.9,9.9,500
Maharashtra,Solapur,2014,5,72.9,7.4,800
Maharashtra,Nagpur,2014,5,72.9,13.4,500
Maharashtra,Jalgaon,2014,5,72.9,0.8,425
Maharashtra,Solapur,2014,5,72.9,9.1,600
Maharashtra,Nagpur,2014,5,72.9,6.3,500
Maharashtra,Jalgaon,2014,5,72.9,0.7,400
Maharashtra,Solapur,2014,5,72.9,5.5,600
Maharashtra,Nagpur,2014,5,72.9,6.6,500
Maharashtra,Karad,2014,5,72.9,3,1100
Maharashtra,Solapur,2014,5,72.9,6.4,500
Maharashtra,Jalgaon,2014,6,85.2,0.4,525
Maharashtra,Anajngaon,2014,6,85.2,7.5,600
Maharashtra,Nagpur,2014,6,85.2,15.6,500
Maharashtra,Solapur,2014,6,85.2,6.7,500
Maharashtra,Karad,2014,6,85.2,3.9,1500
Maharashtra,Solapur,2014,6,85.2,1.8,500
Maharashtra,Nagpur,2014,6,85.2,11.9,500
Maharashtra,Karad,2014,6,85.2,5.1,1500
Maharashtra,Jalgaon,2014,6,85.2,1.5,250
Maharashtra,Nagpur,2014,6,85.2,15.1,500
Maharashtra,Nagpur,2014,6,85.2,8.1,500
Maharashtra,Solapur,2014,6,85.2,4.7,500
Maharashtra,Solapur,2014,6,85.2,7.7,500
Maharashtra,Jalgaon,2014,6,85.2,2,275
Maharashtra,Nagpur,2014,6,85.2,20,500
Maharashtra,Jalgaon,2014,6,85.2,1.6,300
Maharashtra,Nagpur,2014,6,85.2,16.5,500
Maharashtra,Solapur,2014,6,85.2,2.1,500
Maharashtra,Anajngaon,2014,6,85.2,6,600
Maharashtra,Karad,2014,6,85.2,0.6,1300
Maharashtra,Nagpur,2014,6,85.2,9.2,500
Maharashtra,Solapur,2014,6,85.2,0.9,500
Maharashtra,Jalgaon,2014,6,85.2,0.7,150
Maharashtra,Solapur,2014,6,85.2,10.4,400
Maharashtra,Nagpur,2014,6,85.2,12.2,500
Maharashtra,Pandharpur,2014,6,85.2,10,625
Maharashtra,Karad,2014,6,85.2,0.6,1300
Maharashtra,Nagpur,2014,6,85.2,12.6,500
Maharashtra,Karad,2014,6,85.2,0.3,1400
Maharashtra,Akluj,2014,6,85.2,56.2,550
Maharashtra,Jalgaon,2014,6,85.2,1.5,200
Maharashtra,Pandharpur,2014,6,85.2,15,600
Maharashtra,Nagpur,2014,6,85.2,17.1,500
Maharashtra,Jalgaon,2014,6,85.2,1,200
Maharashtra,Nagpur,2014,6,85.2,11.7,500
Maharashtra,Solapur,2014,6,85.2,8.8,600
Maharashtra,Jalgaon,2014,6,85.2,1.2,250
Maharashtra,Akluj,2014,6,85.2,42.7,700
Maharashtra,Karad,2014,6,85.2,4.2,1000
Maharashtra,Nagpur,2014,6,85.2,18.5,500
Maharashtra,Anajngaon,2014,6,85.2,3.6,850
Maharashtra,Nagpur,2014,6,85.2,25.4,500
Maharashtra,Solapur,2014,6,85.2,5.4,500
Maharashtra,Pandharpur,2014,6,85.2,15,900
Maharashtra,Jalgaon,2014,6,85.2,3.5,250
Maharashtra,Nagpur,2014,6,85.2,29,500
Maharashtra,Pandharpur,2014,6,85.2,10,850
Maharashtra,Solapur,2014,6,85.2,4.7,600
Maharashtra,Nagpur,2014,6,85.2,18.4,500
Maharashtra,Pandharpur,2014,6,85.2,25,1100
Maharashtra,Jalgaon,2014,6,85.2,1.7,250
Maharashtra,Akluj,2014,6,85.2,55.4,900
Maharashtra,Jalgaon,2014,6,85.2,2,250
Maharashtra,Nagpur,2014,6,85.2,8.4,500
Maharashtra,Solapur,2014,6,85.2,8,500
Maharashtra,Nagpur,2014,6,85.2,39.1,500
Maharashtra,Jalgaon,2014,6,85.2,1.3,300
Maharashtra,Pandharpur,2014,6,85.2,10,950
Maharashtra,Jalgaon,2014,6,85.2,1.2,300
Maharashtra,Pandharpur,2014,6,85.2,6,1025
Maharashtra,Nagpur,2014,6,85.2,16.7,500
Maharashtra,Akluj,2014,6,85.2,44.2,750
Maharashtra,Anajngaon,2014,6,85.2,4.5,850
Maharashtra,Nagpur,2014,6,85.2,13,500
Maharashtra,Karad,2014,6,85.2,3,1400
Maharashtra,Solapur,2014,6,85.2,15,600
Maharashtra,Pandharpur,2014,6,85.2,15,900
Maharashtra,Jalgaon,2014,6,85.2,0.8,300
Maharashtra,Solapur,2014,6,85.2,8.2,500
Maharashtra,Nagpur,2014,6,85.2,22.9,500
Maharashtra,Jalgaon,2014,6,85.2,0.8,300
Maharashtra,Karad,2014,6,85.2,3,1250
Maharashtra,Akluj,2014,6,85.2,26.7,1000
Maharashtra,Pandharpur,2014,6,85.2,10,1000
Maharashtra,Nagpur,2014,6,85.2,5.3,500
Maharashtra,Jalgaon,2014,6,85.2,1.2,325
Maharashtra,Nagpur,2014,6,85.2,9.7,500
Maharashtra,Pandharpur,2014,6,85.2,7,1050
Maharashtra,Pandharpur,2014,6,85.2,10,1001
Maharashtra,Nagpur,2014,6,85.2,10.4,500
Maharashtra,Jalana,2014,6,85.2,2.5,385
Maharashtra,Pandharpur,2014,6,85.2,10,962
Maharashtra,Nagpur,2014,6,85.2,18,500
Maharashtra,Akluj,2014,6,85.2,20.2,1200
Maharashtra,Anajngaon,2014,6,85.2,10.5,800
Maharashtra,Pandharpur,2014,6,85.2,15,1050
Maharashtra,Nagpur,2014,6,85.2,13.1,500
Maharashtra,Karad,2014,6,85.2,3.6,1400
Maharashtra,Nagpur,2014,7,261.1,24.3,500
Maharashtra,Solapur,2014,7,261.1,4.8,900
Maharashtra,Pandharpur,2014,7,261.1,10,1058
Maharashtra,Jalgaon,2014,7,261.1,1.5,300
Maharashtra,Chandrapur,2014,7,261.1,8,1250
Maharashtra,Chattrapati Sambhajinagar,2014,7,261.1,1.9,580
Maharashtra,Akluj,2014,7,261.1,46.1,1050
Maharashtra,Solapur,2014,7,261.1,6.6,500
Maharashtra,Karad,2014,7,261.1,3,1350
Maharashtra,Nagpur,2014,7,261.1,8.7,500
Maharashtra,Chandrapur,2014,7,261.1,8.1,1200
Maharashtra,Jalgaon,2014,7,261.1,0.5,300
Maharashtra,Nagpur,2014,7,261.1,12.4,500
Maharashtra,Pandharpur,2014,7,261.1,50,1000
Maharashtra,Solapur,2014,7,261.1,8.5,800
Maharashtra,Chandrapur,2014,7,261.1,12,1200
Maharashtra,Solapur,2014,7,261.1,7.9,600
Maharashtra,Jalgaon,2014,7,261.1,0.7,300
Maharashtra,Chandrapur,2014,7,261.1,10,1150
Maharashtra,Akluj,2014,7,261.1,17.5,1100
Maharashtra,Nagpur,2014,7,261.1,13.8,500
Maharashtra,Solapur,2014,7,261.1,14,600
Maharashtra,Pandharpur,2014,7,261.1,7,1000
Maharashtra,Chandrapur,2014,7,261.1,5.4,1200
Maharashtra,Anajngaon,2014,7,261.1,12,800
Maharashtra,Chandrapur,2014,7,261.1,7,1200
Maharashtra,Solapur,2014,7,261.1,8.7,800
Maharashtra,Nagpur,2014,7,261.1,12.3,500
Maharashtra,Chandrapur,2014,7,261.1,7,1200
Maharashtra,Jalgaon,2014,7,261.1,0.8,350
Maharashtra,Nagpur,2014,7,261.1,19.3,500
Maharashtra,Karad,2014,7,261.1,4.8,1600
Maharashtra,Solapur,2014,7,261.1,17.5,700
Maharashtra,Chandrapur,2014,7,261.1,13,1250
Maharashtra,Nagpur,2014,7,261.1,16.7,500
Maharashtra,Akluj,2014,7,261.1,20.5,800
Maharashtra,Solapur,2014,7,261.1,7.2,700
Maharashtra,Jalgaon,2014,7,261.1,0.7,350
Maharashtra,Chandrapur,2014,7,261.1,14,1250
Maharashtra,Nagpur,2014,7,261.1,14.1,500
Maharashtra,Chandrapur,2014,7,261.1,10,1300
Maharashtra,Nagpur,2014,7,261.1,10.4,500
Maharashtra,Pandharpur,2014,7,261.1,10,1100
Maharashtra,Jalgaon,2014,7,261.1,1.3,275
Maharashtra,Jalgaon,2014,7,261.1,1.2,300
Maharashtra,Chandrapur,2014,7,261.1,10,1300
Maharashtra,Akluj,2014,7,261.1,27.1,1000
Maharashtra,Nagpur,2014,7,261.1,16.9,500
Maharashtra,Solapur,2014,7,261.1,13.3,700
Maharashtra,Chandrapur,2014,7,261.1,7.2,1200
Maharashtra,Anajngaon,2014,7,261.1,15,800
Maharashtra,Chandrapur,2014,7,261.1,27,1500
Maharashtra,Jalgaon,2014,7,261.1,2,300
Maharashtra,Pandharpur,2014,7,261.1,20,1110
Maharashtra,Nagpur,2014,7,261.1,27.1,500
Maharashtra,Solapur,2014,7,261.1,8.7,800
Maharashtra,Chandrapur,2014,7,261.1,16.6,1200
Maharashtra,Pandharpur,2014,7,261.1,20,1200
Maharashtra,Solapur,2014,7,261.1,9.3,900
Maharashtra,Nagpur,2014,7,261.1,19.1,500
Maharashtra,Chandrapur,2014,7,261.1,12,1000
